model,model_date,location_name,ihme_loc_id,date,deaths,lower,upper,daily,daily_lower,daily_upper
ucla,2021-03-07,Argentina,ARG,2021-03-07,52880,52879.9999999998,52880.0000000002,0,0,0
ucla,2021-03-07,Argentina,ARG,2021-03-08,53010.7142857143,53010.7142857141,53010.7142857145,130.714285714283,130.714285714283,130.714285714283
ucla,2021-03-07,Argentina,ARG,2021-03-09,53146.4643112309,53138.2342634092,53149.4366092968,135.750025516558,127.519977694916,138.722323582522
ucla,2021-03-07,Argentina,ARG,2021-03-10,53287.2937896832,53262.4037798634,53296.0366752132,140.797314530108,124.169516454167,146.600065916355
ucla,2021-03-07,Argentina,ARG,2021-03-11,53432.3668758719,53383.36034399,53449.4078404712,145.148453386457,120.956564126594,153.371165258053
ucla,2021-03-07,Argentina,ARG,2021-03-12,53580.4581788543,53501.4224816476,53607.3665561107,148.091302982459,118.062137657609,157.958715639463
ucla,2021-03-07,Argentina,ARG,2021-03-13,53729.3466386852,53616.9591614636,53767.6099140857,149.066819701424,115.536679816032,160.243357975043
ucla,2021-03-07,Argentina,ARG,2021-03-14,53877.5342564877,53730.2629726841,53928.1761428495,148.793238151993,113.30381122051,160.566228763775
ucla,2021-03-07,Argentina,ARG,2021-03-15,54026.0077716039,53841.5885683493,54087.6551535387,147.65856899153,111.325595665134,159.479010689392
ucla,2021-03-07,Argentina,ARG,2021-03-16,54171.3626806827,53951.0893783768,54245.1957070058,145.76777668154,109.500810027523,157.54055346713
ucla,2021-03-07,Argentina,ARG,2021-03-17,54315.7069019514,54058.8193223585,54400.390921172,143.352137111862,107.729943981758,157.783083633374
ucla,2021-03-07,Argentina,ARG,2021-03-18,54458.0470065552,54164.7682901199,54553.1303936053,141.19616462641,105.948967761389,160.029117954335
ucla,2021-03-07,Argentina,ARG,2021-03-19,54596.0710643429,54268.8921765102,54703.4751701365,138.907038554855,104.123886390284,161.871708596365
ucla,2021-03-07,Argentina,ARG,2021-03-20,54732.9917310215,54371.1330039147,54851.5743666772,136.877341927648,102.240827404545,163.403238300678
ucla,2021-03-07,Argentina,ARG,2021-03-21,54869.6416550041,54471.4302811548,54997.6186125017,134.745204838793,100.297277240024,164.621008389266
ucla,2021-03-07,Argentina,ARG,2021-03-22,55001.2443562165,54569.7266123853,55141.8176320436,133.294740066245,98.2963312304783,165.52951050979
