model,model_date,location_name,ihme_loc_id,date,deaths,lower,upper,daily,daily_lower,daily_upper
ucla,2020-10-04,California,USA_527,2020-11-03,18155.8177966707,17898.2358652614,18340.5042300452,57.0030609165879,44.0563313618732,66.1486631860971
ucla,2020-10-04,California,USA_527,2020-11-04,18212.2076087754,17941.5994235832,18406.00746661,56.3898121047023,43.3635583218747,65.5960535006088
ucla,2020-10-04,California,USA_527,2020-11-05,18267.9909991391,17984.2905315254,18470.9376041036,55.7833903636747,42.6911079421589,65.0420077659292
ucla,2020-10-04,California,USA_527,2020-11-06,18323.1747563663,18026.3286882991,18535.2935803514,55.1837572271616,42.0381567737277,64.4869817767285
ucla,2020-10-04,California,USA_527,2020-11-07,18377.7656278235,18067.7326068625,18599.0747832651,54.5908714572433,41.403918563381,63.9313693983677
ucla,2020-10-04,California,USA_527,2020-11-08,18431.7703170558,18108.5202493442,18662.2810226227,54.0046892322462,40.7876424816641,63.3755403570795
ucla,2020-10-04,California,USA_527,2020-11-09,18485.1954813809,18148.7088607799,18724.9125033023,53.4251643250937,40.1886114357731,62.8198414571271
ucla,2020-10-04,California,USA_527,2020-11-10,18538.0477296533,18188.3150012433,18786.9697999003,52.8522482724038,39.6061404633147,62.2645977390312
ucla,2020-10-04,California,USA_527,2020-11-11,18590.3336201883,18227.3545764477,18848.4538326649,52.2858905350076,39.0395752044678,61.710113581612
ucla,2020-10-04,California,USA_527,2020-11-12,18642.0597467101,18265.8428668954,18909.3658446791,51.7261265218294,38.4882904476872,61.1566737505855
ucla,2020-10-04,California,USA_527,2020-11-13,18693.2337577304,18303.7945556402,18969.7073802338,51.1740110202591,37.9516887448226,60.604544396334
ucla,2020-10-04,California,USA_527,2020-11-14,18743.8630546895,18341.2237553184,19029.4802643306,50.6292969591523,37.4291996781794,60.0539740030254
ucla,2020-10-04,California,USA_527,2020-11-15,18793.9547591699,18378.144399871,19088.6865832592,50.0917044803864,36.9206445525597,59.5051942920436
ucla,2020-10-04,California,USA_527,2020-11-16,18843.5159122603,18414.5701472039,19147.3286661957,49.5611530903625,36.4257473329526,58.9584210812682
ucla,2020-10-04,California,USA_527,2020-11-17,18892.5534739774,18450.5139809059,19205.4090677733,49.0375617171121,35.9438337019237,58.4138551024589
ucla,2020-10-04,California,USA_527,2020-11-18,18941.0743227802,18485.9884024175,19262.9305515744,48.5208488028366,35.4744215116443,57.871682779547
ucla,2020-10-04,California,USA_527,2020-11-19,18989.0852551711,18521.0054519043,19319.9480237218,48.0109323909019,35.0170494868289,57.3320769683232
ucla,2020-10-04,California,USA_527,2020-11-20,19036.5929853789,18555.57672815,19376.7432528904,47.5077302077443,34.5712762456751,56.7952291685288
ucla,2020-10-04,California,USA_527,2020-11-21,19083.6041451185,18589.7134075176,19433.00571558,47.0111597396499,34.1366793675843,56.2624626896577
ucla,2020-10-04,California,USA_527,2020-11-22,19130.1252834242,18623.4262620238,19488.7397704949,46.5211383056667,33.7128545061714,55.7340549148394
ucla,2020-10-04,California,USA_527,2020-11-23,19176.1628665492,18656.7256765674,19543.9495187785,46.0375831250058,33.2994145436169,55.2097482836653
ucla,2020-10-04,California,USA_527,2020-11-24,19221.7232779308,18689.6216653547,19598.6391350235,45.5604113816262,32.8959887873025,54.6896162449702
ucla,2020-10-04,California,USA_527,2020-11-25,19266.8128182143,18722.123887558,19652.8128588371,45.0895402835195,32.5022222033549,54.1737238136266
ucla,2020-10-04,California,USA_527,2020-11-26,19311.4377053337,18754.2416622464,19706.4749868853,44.6248871194075,32.1177746883695,53.6621280481995
ucla,2020-10-04,California,USA_527,2020-11-27,19355.604074645,18785.983982621,19759.6298653897,44.1663693112714,31.7423203746148,53.1548785043378
ucla,2020-10-04,California,USA_527,2020-11-28,19399.3179791085,18817.359529591,19812.2818830551,43.7139044635005,31.3755469700009,52.6520176653903
ucla,2020-10-04,California,USA_527,2020-11-29,19442.5853895178,18848.3766847193,19864.4354644058,43.2674104093167,31.0171551283238,52.1535813507289
ucla,2020-10-04,California,USA_527,2020-11-30,19485.4121947715,18879.0435425695,19916.0950635092,42.8268052536732,30.6668578501121,51.6595991034228
ucla,2020-10-04,California,USA_527,2020-12-01,19527.8045496268,18909.3680377255,19967.2651580673,42.392354855263,30.3244951560082,51.1700945581361
ucla,2020-10-04,California,USA_527,2020-12-02,19569.7689209869,18939.3580450222,20017.9502438578,41.9643713601399,29.9900072966957,50.6850857904538
ucla,2020-10-04,California,USA_527,2020-12-03,19611.3114012651,18969.0210139131,20068.1548295053,41.5424802782254,29.6629688909525,50.2045856475197
ucla,2020-10-04,California,USA_527,2020-12-04,19652.4379902005,18998.3641506172,20117.8834315682,41.1265889353672,29.3431367041048,49.7286020628526
ucla,2020-10-04,California,USA_527,2020-12-05,19693.1545974728,19027.3944349938,20167.1405699221,40.7166072722612,29.0302843766258,49.2571383539471
ucla,2020-10-04,California,USA_527,2020-12-06,19733.4670435029,19056.118629618,20215.9308910728,40.3124460301333,28.7241946241702,48.7903211506709
ucla,2020-10-04,California,USA_527,2020-12-07,19773.3810602713,19084.5432884416,20264.2598367934,39.9140167683763,28.4246588236347,48.3289457206192
ucla,2020-10-04,California,USA_527,2020-12-08,19812.902292152,19112.6747650592,20312.132673907,39.5212318807244,28.131476617571,47.8728371135694
