model,model_date,location_name,ihme_loc_id,date,deaths,lower,upper
delphi,2020-07-15,Afghanistan,AFG,2020-07-15,834,,
delphi,2020-07-15,Afghanistan,AFG,2020-07-16,841,,
delphi,2020-07-15,Afghanistan,AFG,2020-07-17,848,,
delphi,2020-07-15,Afghanistan,AFG,2020-07-18,855,,
delphi,2020-07-15,Afghanistan,AFG,2020-07-19,862,,
delphi,2020-07-15,Afghanistan,AFG,2020-07-20,869,,
delphi,2020-07-15,Afghanistan,AFG,2020-07-21,875,,
delphi,2020-07-15,Afghanistan,AFG,2020-07-22,881,,
delphi,2020-07-15,Afghanistan,AFG,2020-07-23,887,,
delphi,2020-07-15,Afghanistan,AFG,2020-07-24,892,,
delphi,2020-07-15,Afghanistan,AFG,2020-07-25,898,,
delphi,2020-07-15,Afghanistan,AFG,2020-07-26,903,,
delphi,2020-07-15,Afghanistan,AFG,2020-07-27,908,,
delphi,2020-07-15,Afghanistan,AFG,2020-07-28,913,,
delphi,2020-07-15,Afghanistan,AFG,2020-07-29,918,,
delphi,2020-07-15,Afghanistan,AFG,2020-07-30,922,,
delphi,2020-07-15,Afghanistan,AFG,2020-07-31,927,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-01,931,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-02,935,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-03,938,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-04,942,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-05,946,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-06,949,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-07,952,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-08,955,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-09,958,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-10,961,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-11,964,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-12,966,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-13,969,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-14,971,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-15,973,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-16,976,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-17,978,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-18,980,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-19,981,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-20,983,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-21,985,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-22,986,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-23,988,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-24,989,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-25,991,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-26,992,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-27,993,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-28,994,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-29,996,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-30,997,,
delphi,2020-07-15,Afghanistan,AFG,2020-08-31,998,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-01,999,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-02,999,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-03,1000,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-04,1001,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-05,1002,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-06,1003,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-07,1003,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-08,1004,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-09,1004,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-10,1005,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-11,1006,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-12,1006,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-13,1007,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-14,1007,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-15,1007,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-16,1008,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-17,1008,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-18,1009,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-19,1009,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-20,1009,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-21,1009,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-22,1010,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-23,1010,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-24,1010,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-25,1010,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-26,1011,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-27,1011,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-28,1011,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-29,1011,,
delphi,2020-07-15,Afghanistan,AFG,2020-09-30,1011,,
delphi,2020-07-15,Afghanistan,AFG,2020-10-01,1012,,
delphi,2020-07-15,Afghanistan,AFG,2020-10-02,1012,,
delphi,2020-07-15,Afghanistan,AFG,2020-10-03,1012,,
delphi,2020-07-15,Afghanistan,AFG,2020-10-04,1012,,
delphi,2020-07-15,Afghanistan,AFG,2020-10-05,1012,,
delphi,2020-07-15,Afghanistan,AFG,2020-10-06,1012,,
delphi,2020-07-15,Afghanistan,AFG,2020-10-07,1012,,
delphi,2020-07-15,Afghanistan,AFG,2020-10-08,1012,,
delphi,2020-07-15,Afghanistan,AFG,2020-10-09,1013,,
delphi,2020-07-15,Afghanistan,AFG,2020-10-10,1013,,
delphi,2020-07-15,Afghanistan,AFG,2020-10-11,1013,,
delphi,2020-07-15,Afghanistan,AFG,2020-10-12,1013,,
delphi,2020-07-15,Afghanistan,AFG,2020-10-13,1013,,
delphi,2020-07-15,Afghanistan,AFG,2020-10-14,1013,,
delphi,2020-07-15,Afghanistan,AFG,2020-10-15,1013,,
delphi,2020-07-15,Alabama,USA_523,2020-07-15,1354,,
delphi,2020-07-15,Alabama,USA_523,2020-07-16,1381,,
delphi,2020-07-15,Alabama,USA_523,2020-07-17,1407,,
delphi,2020-07-15,Alabama,USA_523,2020-07-18,1434,,
delphi,2020-07-15,Alabama,USA_523,2020-07-19,1461,,
delphi,2020-07-15,Alabama,USA_523,2020-07-20,1488,,
delphi,2020-07-15,Alabama,USA_523,2020-07-21,1515,,
delphi,2020-07-15,Alabama,USA_523,2020-07-22,1543,,
delphi,2020-07-15,Alabama,USA_523,2020-07-23,1571,,
delphi,2020-07-15,Alabama,USA_523,2020-07-24,1599,,
delphi,2020-07-15,Alabama,USA_523,2020-07-25,1627,,
delphi,2020-07-15,Alabama,USA_523,2020-07-26,1655,,
delphi,2020-07-15,Alabama,USA_523,2020-07-27,1684,,
delphi,2020-07-15,Alabama,USA_523,2020-07-28,1713,,
delphi,2020-07-15,Alabama,USA_523,2020-07-29,1742,,
delphi,2020-07-15,Alabama,USA_523,2020-07-30,1771,,
delphi,2020-07-15,Alabama,USA_523,2020-07-31,1801,,
delphi,2020-07-15,Alabama,USA_523,2020-08-01,1831,,
delphi,2020-07-15,Alabama,USA_523,2020-08-02,1861,,
delphi,2020-07-15,Alabama,USA_523,2020-08-03,1891,,
delphi,2020-07-15,Alabama,USA_523,2020-08-04,1921,,
delphi,2020-07-15,Alabama,USA_523,2020-08-05,1952,,
delphi,2020-07-15,Alabama,USA_523,2020-08-06,1982,,
delphi,2020-07-15,Alabama,USA_523,2020-08-07,2013,,
delphi,2020-07-15,Alabama,USA_523,2020-08-08,2044,,
delphi,2020-07-15,Alabama,USA_523,2020-08-09,2075,,
delphi,2020-07-15,Alabama,USA_523,2020-08-10,2107,,
delphi,2020-07-15,Alabama,USA_523,2020-08-11,2138,,
delphi,2020-07-15,Alabama,USA_523,2020-08-12,2170,,
delphi,2020-07-15,Alabama,USA_523,2020-08-13,2201,,
delphi,2020-07-15,Alabama,USA_523,2020-08-14,2233,,
delphi,2020-07-15,Alabama,USA_523,2020-08-15,2265,,
delphi,2020-07-15,Alabama,USA_523,2020-08-16,2298,,
delphi,2020-07-15,Alabama,USA_523,2020-08-17,2330,,
delphi,2020-07-15,Alabama,USA_523,2020-08-18,2362,,
delphi,2020-07-15,Alabama,USA_523,2020-08-19,2395,,
delphi,2020-07-15,Alabama,USA_523,2020-08-20,2427,,
delphi,2020-07-15,Alabama,USA_523,2020-08-21,2460,,
delphi,2020-07-15,Alabama,USA_523,2020-08-22,2493,,
delphi,2020-07-15,Alabama,USA_523,2020-08-23,2526,,
delphi,2020-07-15,Alabama,USA_523,2020-08-24,2558,,
delphi,2020-07-15,Alabama,USA_523,2020-08-25,2591,,
delphi,2020-07-15,Alabama,USA_523,2020-08-26,2624,,
delphi,2020-07-15,Alabama,USA_523,2020-08-27,2658,,
delphi,2020-07-15,Alabama,USA_523,2020-08-28,2691,,
delphi,2020-07-15,Alabama,USA_523,2020-08-29,2724,,
delphi,2020-07-15,Alabama,USA_523,2020-08-30,2757,,
delphi,2020-07-15,Alabama,USA_523,2020-08-31,2790,,
delphi,2020-07-15,Alabama,USA_523,2020-09-01,2823,,
delphi,2020-07-15,Alabama,USA_523,2020-09-02,2857,,
delphi,2020-07-15,Alabama,USA_523,2020-09-03,2890,,
delphi,2020-07-15,Alabama,USA_523,2020-09-04,2923,,
delphi,2020-07-15,Alabama,USA_523,2020-09-05,2956,,
delphi,2020-07-15,Alabama,USA_523,2020-09-06,2990,,
delphi,2020-07-15,Alabama,USA_523,2020-09-07,3023,,
delphi,2020-07-15,Alabama,USA_523,2020-09-08,3056,,
delphi,2020-07-15,Alabama,USA_523,2020-09-09,3089,,
delphi,2020-07-15,Alabama,USA_523,2020-09-10,3122,,
delphi,2020-07-15,Alabama,USA_523,2020-09-11,3155,,
delphi,2020-07-15,Alabama,USA_523,2020-09-12,3188,,
delphi,2020-07-15,Alabama,USA_523,2020-09-13,3221,,
delphi,2020-07-15,Alabama,USA_523,2020-09-14,3253,,
delphi,2020-07-15,Alabama,USA_523,2020-09-15,3286,,
delphi,2020-07-15,Alabama,USA_523,2020-09-16,3319,,
delphi,2020-07-15,Alabama,USA_523,2020-09-17,3351,,
delphi,2020-07-15,Alabama,USA_523,2020-09-18,3384,,
delphi,2020-07-15,Alabama,USA_523,2020-09-19,3416,,
delphi,2020-07-15,Alabama,USA_523,2020-09-20,3448,,
delphi,2020-07-15,Alabama,USA_523,2020-09-21,3480,,
delphi,2020-07-15,Alabama,USA_523,2020-09-22,3512,,
delphi,2020-07-15,Alabama,USA_523,2020-09-23,3543,,
delphi,2020-07-15,Alabama,USA_523,2020-09-24,3575,,
delphi,2020-07-15,Alabama,USA_523,2020-09-25,3606,,
delphi,2020-07-15,Alabama,USA_523,2020-09-26,3638,,
delphi,2020-07-15,Alabama,USA_523,2020-09-27,3669,,
delphi,2020-07-15,Alabama,USA_523,2020-09-28,3700,,
delphi,2020-07-15,Alabama,USA_523,2020-09-29,3730,,
delphi,2020-07-15,Alabama,USA_523,2020-09-30,3761,,
delphi,2020-07-15,Alabama,USA_523,2020-10-01,3791,,
delphi,2020-07-15,Alabama,USA_523,2020-10-02,3821,,
delphi,2020-07-15,Alabama,USA_523,2020-10-03,3851,,
delphi,2020-07-15,Alabama,USA_523,2020-10-04,3881,,
delphi,2020-07-15,Alabama,USA_523,2020-10-05,3911,,
delphi,2020-07-15,Alabama,USA_523,2020-10-06,3940,,
delphi,2020-07-15,Alabama,USA_523,2020-10-07,3969,,
delphi,2020-07-15,Alabama,USA_523,2020-10-08,3998,,
delphi,2020-07-15,Alabama,USA_523,2020-10-09,4026,,
delphi,2020-07-15,Alabama,USA_523,2020-10-10,4055,,
