model,model_date,location_name,ihme_loc_id,date,deaths,lower,upper,daily,daily_lower,daily_upper
imperial,2020-10-28,Afghanistan,AFG,2020-10-28,1942.5,669.88,4882.02,6,2,12
imperial,2020-10-28,Afghanistan,AFG,2020-10-29,1946.5,671.3,4887.92,4,0,11
imperial,2020-10-28,Afghanistan,AFG,2020-10-30,1951.5,673.3,4899.2,4.5,0.48,13.52
imperial,2020-10-28,Afghanistan,AFG,2020-10-31,1957.5,674.78,4909.92,5,0,13
imperial,2020-10-28,Afghanistan,AFG,2020-11-01,1962,674.78,4917.4,5,0,13.52
imperial,2020-10-28,Afghanistan,AFG,2020-11-02,1966.5,676.82,4927.87,6,1,11.52
imperial,2020-10-28,Afghanistan,AFG,2020-11-03,1972,677.82,4940.77,5,1,14.52
imperial,2020-10-28,Afghanistan,AFG,2020-11-04,1975.5,678.88,4951.77,6,0,15.05
imperial,2020-10-28,Afghanistan,AFG,2020-11-05,1980,678.88,4960.92,6,0,12.52
imperial,2020-10-28,Afghanistan,AFG,2020-11-06,1984,681.35,4973.25,6,1,15.52
imperial,2020-10-28,Afghanistan,AFG,2020-11-07,1988.5,682.82,4981.82,6,1,17
imperial,2020-10-28,Afghanistan,AFG,2020-11-08,1994,683.35,4992.1,7,1,15
imperial,2020-10-28,Afghanistan,AFG,2020-11-09,1998,684.35,4998.1,7,1,17
imperial,2020-10-28,Afghanistan,AFG,2020-11-10,2004.5,686.82,5009.1,7,1,14
imperial,2020-10-28,Afghanistan,AFG,2020-11-11,2007.5,689.82,5018.57,7.5,2,15
imperial,2020-10-28,Afghanistan,AFG,2020-11-12,2011,691.35,5025.05,8,1.48,16.52
imperial,2020-10-28,Afghanistan,AFG,2020-11-13,2018,693.4,5034.9,7,1,19.05
imperial,2020-10-28,Afghanistan,AFG,2020-11-14,2023,695.88,5047.75,8,2,17
imperial,2020-10-28,Afghanistan,AFG,2020-11-15,2028,698.35,5057.27,8,1.48,17
imperial,2020-10-28,Afghanistan,AFG,2020-11-16,2031.5,701.35,5069.07,9,1,23
imperial,2020-10-28,Afghanistan,AFG,2020-11-17,2038,703.92,5083.55,9,1.48,22.05
imperial,2020-10-28,Afghanistan,AFG,2020-11-18,2042.5,707.92,5097.4,9,1.48,25.1
imperial,2020-10-28,Afghanistan,AFG,2020-11-19,2051,712.98,5111.15,9,2.48,27.77
imperial,2020-10-28,Afghanistan,AFG,2020-11-20,2057.5,715.98,5127.47,10,3,26.57
imperial,2020-10-28,Afghanistan,AFG,2020-11-21,2062,719.92,5142.17,10,1,35.67
imperial,2020-10-28,Afghanistan,AFG,2020-11-22,2070.5,722.82,5157.32,10,2,36.2
imperial,2020-10-28,Afghanistan,AFG,2020-11-23,2081,726.25,5165.22,10.5,2,47.05
imperial,2020-10-28,Afghanistan,AFG,2020-11-24,2094,730.58,5181.4,10,1.95,44
imperial,2020-10-28,Afghanistan,AFG,2020-11-25,2104.5,732.53,5192.77,11,2.48,48
imperial,2020-10-28,Afghanistan,AFG,2020-11-26,2109,736.2,5206.32,12,2.48,41.67
imperial,2020-10-28,Afghanistan,AFG,2020-11-27,2114.5,741.68,5220.17,12,4,46.62
imperial,2020-10-28,Afghanistan,AFG,2020-11-28,2124.5,744.68,5231.5,12,3,52.3
imperial,2020-10-28,Afghanistan,AFG,2020-11-29,2136,747.2,5247.82,13,2.48,63.57
imperial,2020-10-28,Afghanistan,AFG,2020-11-30,2156,751.25,5265.47,13,3.48,58.05
imperial,2020-10-28,Afghanistan,AFG,2020-12-01,2178,756.78,5285.77,13.5,4,64.52
imperial,2020-10-28,Afghanistan,AFG,2020-12-02,2201,761.3,5299.95,14,3.48,58.72
