model,model_date,location_name,ihme_loc_id,date,deaths,lower,upper,daily,daily_lower,daily_upper
imperial,2021-05-16,Afghanistan,AFG,2021-05-16,2565.29,2410.39,2672.83,9.29,7.95,13.13
imperial,2021-05-16,Afghanistan,AFG,2021-05-17,2574.03,2418.8,2683.69,9.43,8.03,13.49
imperial,2021-05-16,Afghanistan,AFG,2021-05-18,2582.89,2427.27,2693.69,9.57,8.09,13.8
imperial,2021-05-16,Afghanistan,AFG,2021-05-19,2591.85,2435.79,2702.73,9.71,8.16,14.1
imperial,2021-05-16,Afghanistan,AFG,2021-05-20,2602.76,2444.36,2711.92,9.84,8.21,14.4
imperial,2021-05-16,Afghanistan,AFG,2021-05-21,2614.88,2452.96,2721.24,9.96,8.26,14.7
imperial,2021-05-16,Afghanistan,AFG,2021-05-22,2624.84,2461.6,2730.69,10.06,8.29,14.99
imperial,2021-05-16,Afghanistan,AFG,2021-05-23,2634.92,2470.26,2740.28,10.16,8.31,15.27
imperial,2021-05-16,Afghanistan,AFG,2021-05-24,2644.61,2478.93,2753.26,10.25,8.32,15.55
imperial,2021-05-16,Afghanistan,AFG,2021-05-25,2653.91,2487.6,2769.8,10.34,8.33,15.82
imperial,2021-05-16,Afghanistan,AFG,2021-05-26,2663.28,2496.28,2786.72,10.42,8.33,16.09
imperial,2021-05-16,Afghanistan,AFG,2021-05-27,2672.67,2504.96,2803.19,10.49,8.33,16.35
imperial,2021-05-16,Afghanistan,AFG,2021-05-28,2681.62,2513.63,2816.18,10.55,8.32,16.61
imperial,2021-05-16,Afghanistan,AFG,2021-05-29,2690.58,2522.28,2829.32,10.59,8.31,16.87
imperial,2021-05-16,Afghanistan,AFG,2021-05-30,2699.53,2530.92,2842.65,10.63,8.3,17.16
imperial,2021-05-16,Afghanistan,AFG,2021-05-31,2708.84,2539.54,2856.19,10.67,8.28,17.47
imperial,2021-05-16,Afghanistan,AFG,2021-06-01,2719.27,2548.13,2869.91,10.7,8.26,17.76
imperial,2021-05-16,Afghanistan,AFG,2021-06-02,2729.72,2556.7,2883.79,10.73,8.24,18.03
imperial,2021-05-16,Afghanistan,AFG,2021-06-03,2740.51,2565.25,2897.83,10.76,8.22,18.3
imperial,2021-05-16,Afghanistan,AFG,2021-06-04,2752.43,2573.76,2912.02,10.81,8.19,18.56
imperial,2021-05-16,Afghanistan,AFG,2021-06-05,2764.42,2582.25,2926.36,10.84,8.16,19.1
imperial,2021-05-16,Afghanistan,AFG,2021-06-06,2776.29,2590.71,2940.85,10.85,8.13,20.59
imperial,2021-05-16,Afghanistan,AFG,2021-06-07,2787.84,2599.13,2955.5,10.87,8.1,21.96
imperial,2021-05-16,Afghanistan,AFG,2021-06-08,2797.69,2607.52,2970.29,10.88,8.07,22.81
imperial,2021-05-16,Afghanistan,AFG,2021-06-09,2807.44,2615.87,2985.24,10.89,8.04,23.36
imperial,2021-05-16,Afghanistan,AFG,2021-06-10,2817.18,2624.19,3000.33,10.91,8,23.78
imperial,2021-05-16,Afghanistan,AFG,2021-06-11,2827.74,2632.47,3015.58,10.92,7.97,24.17
imperial,2021-05-16,Afghanistan,AFG,2021-06-12,2839.62,2640.72,3034.93,10.94,7.94,24.54
imperial,2021-05-16,Afghanistan,AFG,2021-06-13,2850.16,2648.93,3059.86,10.97,7.9,24.93
imperial,2021-05-16,Afghanistan,AFG,2021-06-14,2860.1,2657.1,3085.18,11,7.86,25.32
imperial,2021-05-16,Afghanistan,AFG,2021-06-15,2871.01,2665.23,3110.9,11.03,7.83,25.72
imperial,2021-05-16,Afghanistan,AFG,2021-06-16,2881.41,2673.33,3137.02,11.05,7.79,26.13
imperial,2021-05-16,Afghanistan,AFG,2021-06-17,2891.5,2681.39,3163.56,11.08,7.76,26.54
imperial,2021-05-16,Afghanistan,AFG,2021-06-18,2902.76,2689.4,3190.52,11.11,7.72,26.96
imperial,2021-05-16,Afghanistan,AFG,2021-06-19,2914.14,2697.38,3217.91,11.12,7.68,27.38
imperial,2021-05-16,Afghanistan,AFG,2021-06-20,2926.93,2705.32,3245.72,11.13,7.64,27.81
imperial,2021-05-16,Afghanistan,AFG,2021-06-21,2940.48,2713.22,3273.96,11.14,7.61,28.25
imperial,2021-05-16,Afghanistan,AFG,2021-06-22,2952.76,2721.08,3302.65,11.16,7.57,28.68
imperial,2021-05-16,Afghanistan,AFG,2021-06-23,2965.09,2728.89,3331.77,11.17,7.53,29.12
imperial,2021-05-16,Afghanistan,AFG,2021-06-24,2977.45,2736.67,3361.33,11.18,7.49,29.56
imperial,2021-05-16,Afghanistan,AFG,2021-06-25,2989.85,2744.41,3391.34,11.18,7.45,30.01
imperial,2021-05-16,Afghanistan,AFG,2021-06-26,3002.29,2752.1,3421.79,11.19,7.41,30.46
