location_name,date,deaths,lower,upper,model_date,model
Afghanistan,2020-02-03,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-04,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-05,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-06,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-07,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-08,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-09,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-10,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-11,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-12,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-13,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-14,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-15,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-16,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-17,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-18,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-19,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-20,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-21,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-22,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-23,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-24,0.02,0,0,2020-04-27,imperial
Afghanistan,2020-02-25,0.0140845070422535,0,0,2020-04-27,imperial
Afghanistan,2020-02-26,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-27,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-28,0,0,0,2020-04-27,imperial
Afghanistan,2020-02-29,0,0,0,2020-04-27,imperial
Afghanistan,2020-03-01,0,0,0,2020-04-27,imperial
Afghanistan,2020-03-02,0,0,0,2020-04-27,imperial
Afghanistan,2020-03-03,0,0,0,2020-04-27,imperial
Afghanistan,2020-03-04,0.0204081632653061,0,0,2020-04-27,imperial
Afghanistan,2020-03-05,0.01,0,0,2020-04-27,imperial
Afghanistan,2020-03-06,0.02,0,0,2020-04-27,imperial
Afghanistan,2020-03-07,0.02,0,0,2020-04-27,imperial
Afghanistan,2020-03-08,0.01,0,0,2020-04-27,imperial
Afghanistan,2020-03-09,0.01,0,0,2020-04-27,imperial
Afghanistan,2020-03-10,0.03,0,0.524999999999991,2020-04-27,imperial
Afghanistan,2020-03-11,0.04,0,1,2020-04-27,imperial
Afghanistan,2020-03-12,0.03,0,0.524999999999991,2020-04-27,imperial
Afghanistan,2020-03-13,0.03,0,0.524999999999991,2020-04-27,imperial
Afghanistan,2020-03-14,0.04,0,1,2020-04-27,imperial
Afghanistan,2020-03-15,0.04,0,1,2020-04-27,imperial
Afghanistan,2020-03-16,0.1,0,1,2020-04-27,imperial
Afghanistan,2020-03-17,0.17,0,1,2020-04-27,imperial
Afghanistan,2020-03-18,0.06,0,1,2020-04-27,imperial
Afghanistan,2020-03-19,0.13,0,1,2020-04-27,imperial
Afghanistan,2020-03-20,0.17,0,1,2020-04-27,imperial
Afghanistan,2020-03-21,0.2,0,1,2020-04-27,imperial
Afghanistan,2020-03-22,0.15,0,1,2020-04-27,imperial
Afghanistan,2020-03-23,0.2,0,1,2020-04-27,imperial
Afghanistan,2020-03-24,1.09,1,2,2020-04-27,imperial
Afghanistan,2020-03-25,0.19,0,1,2020-04-27,imperial
Afghanistan,2020-03-26,0.24,0,1.52499999999999,2020-04-27,imperial
Afghanistan,2020-03-27,0.16,0,1,2020-04-27,imperial
Afghanistan,2020-03-28,1.16,1,2,2020-04-27,imperial
Afghanistan,2020-03-29,1.2,1,2,2020-04-27,imperial
Afghanistan,2020-03-30,1.18,1,2.52499999999999,2020-04-27,imperial
Afghanistan,2020-03-31,0.4,0,2,2020-04-27,imperial
Afghanistan,2020-04-01,0.26,0,2,2020-04-27,imperial
Afghanistan,2020-04-02,0.4,0,2,2020-04-27,imperial
Afghanistan,2020-04-03,0.33,0,2,2020-04-27,imperial
Afghanistan,2020-04-04,0.75,0,3,2020-04-27,imperial
Afghanistan,2020-04-05,1.59,1,3,2020-04-27,imperial
Afghanistan,2020-04-06,2.11,1,4,2020-04-27,imperial
Afghanistan,2020-04-07,0.75,0,3,2020-04-27,imperial
Afghanistan,2020-04-08,2.53,1,5.52499999999999,2020-04-27,imperial
Afghanistan,2020-04-09,2.43,1,5,2020-04-27,imperial
Afghanistan,2020-04-10,1.93,1,4.52499999999999,2020-04-27,imperial
Afghanistan,2020-04-11,1.27,0,4,2020-04-27,imperial
Afghanistan,2020-04-12,2.92,1,5.52499999999999,2020-04-27,imperial
Afghanistan,2020-04-13,1.47,0,5,2020-04-27,imperial
Afghanistan,2020-04-14,2.92,1,6,2020-04-27,imperial
Afghanistan,2020-04-15,2.77,1,5.52499999999999,2020-04-27,imperial
Afghanistan,2020-04-16,2.96,1,6,2020-04-27,imperial
Afghanistan,2020-04-17,3.88,1,8,2020-04-27,imperial
Afghanistan,2020-04-18,2.94,1,6.52499999999999,2020-04-27,imperial
Afghanistan,2020-04-19,2.35,0,7,2020-04-27,imperial
Afghanistan,2020-04-20,4.23,1,11.05,2020-04-27,imperial
Afghanistan,2020-04-21,3.78,1,8.52499999999999,2020-04-27,imperial
Afghanistan,2020-04-22,3.46,1,9,2020-04-27,imperial
Afghanistan,2020-04-23,4.82,1,11.525,2020-04-27,imperial
Afghanistan,2020-04-24,4.68,1,11.525,2020-04-27,imperial
Afghanistan,2020-04-25,4.55,1,13,2020-04-27,imperial
Afghanistan,2020-04-26,5.77,2,14.525,2020-04-27,imperial
Afghanistan,2020-04-27,8.29,3.475,15.05,2020-04-27,imperial
Afghanistan,2020-04-28,6.63,1,24.8749999999999,2020-04-27,imperial
Afghanistan,2020-04-29,6.65,0,22.7749999999999,2020-04-27,imperial
Afghanistan,2020-04-30,8.1,1,41.6749999999996,2020-04-27,imperial
Afghanistan,2020-05-01,8.45,0.475,41.3249999999997,2020-04-27,imperial
Afghanistan,2020-05-02,8.98,0,45.7249999999996,2020-04-27,imperial
Afghanistan,2020-05-03,9.05,1,48.8249999999995,2020-04-27,imperial
Afghanistan,2020-05-04,11.45,1,67.2499999999996,2020-04-27,imperial
Afghanistan,2020-05-05,11.82,1.475,75.6249999999996,2020-04-27,imperial
Afghanistan,2020-05-06,14.02,1,83.4499999999995,2020-04-27,imperial
Afghanistan,2020-05-07,16.15,1,94.8499999999994,2020-04-27,imperial
Afghanistan,2020-05-08,18.64,0.475,117.149999999999,2020-04-27,imperial
Afghanistan,2020-05-09,21.05,2,136.799999999999,2020-04-27,imperial
Afghanistan,2020-05-10,23.58,1,143.399999999999,2020-04-27,imperial
Afghanistan,2020-05-11,27.96,1,171.924999999999,2020-04-27,imperial
Afghanistan,2020-05-12,31.56,2,177.399999999999,2020-04-27,imperial
Afghanistan,2020-05-13,36.2,1,207.824999999999,2020-04-27,imperial
Afghanistan,2020-05-14,40.48,1,233.199999999999,2020-04-27,imperial
Afghanistan,2020-05-15,44.68,2,265.774999999999,2020-04-27,imperial
Afghanistan,2020-05-16,49.26,1.475,299.849999999999,2020-04-27,imperial
Afghanistan,2020-05-17,55.59,2,330.424999999999,2020-04-27,imperial
Afghanistan,2020-05-18,61.91,2,396.549999999998,2020-04-27,imperial
Afghanistan,2020-05-19,68.91,1.475,431.924999999998,2020-04-27,imperial
Afghanistan,2020-05-20,74.86,1.475,468.174999999998,2020-04-27,imperial
Afghanistan,2020-05-21,84.01,2,540.574999999997,2020-04-27,imperial
Afghanistan,2020-05-22,91.98,2.475,571.974999999997,2020-04-27,imperial
Afghanistan,2020-05-23,101.96,3.475,665.399999999997,2020-04-27,imperial
Afghanistan,2020-05-24,112.63,2,724.824999999997,2020-04-27,imperial
Afghanistan,2020-05-25,128.14,2.475,858.324999999996,2020-04-27,imperial
Afghanistan,2020-05-26,147.59,2.475,1043.05,2020-04-27,imperial
Afghanistan,2020-05-27,169.37,4.475,1236.57499999999,2020-04-27,imperial
Afghanistan,2020-05-28,190.35,4,1498.87499999999,2020-04-27,imperial
Afghanistan,2020-05-29,214.74,3.475,1734.87499999999,2020-04-27,imperial
Afghanistan,2020-05-30,238.09,2.95,2061.29999999998,2020-04-27,imperial
Afghanistan,2020-05-31,259.74,3,2358.44999999998,2020-04-27,imperial
Afghanistan,2020-06-01,294.07,5,2740.14999999998,2020-04-27,imperial
Afghanistan,2020-06-02,329.82,4,3120.27499999999,2020-04-27,imperial
Afghanistan,2020-06-03,359.01,3.475,3508.59999999998,2020-04-27,imperial
Afghanistan,2020-06-04,393.78,3.475,3872.37499999998,2020-04-27,imperial
Afghanistan,2020-06-05,434.38,3.95,4349.39999999998,2020-04-27,imperial
Afghanistan,2020-06-06,471.29,4,4651.42499999998,2020-04-27,imperial
Afghanistan,2020-06-07,513.76,3,5162.49999999998,2020-04-27,imperial
Afghanistan,2020-06-08,558.71,4,5423.19999999998,2020-04-27,imperial
Afghanistan,2020-06-09,613.47,6,5821.94999999999,2020-04-27,imperial
Afghanistan,2020-06-10,682.09,6,6183.74999999999,2020-04-27,imperial
Afghanistan,2020-06-11,753.09,3.475,6496.04999999999,2020-04-27,imperial
Afghanistan,2020-06-12,819.48,4.95,6794.67499999999,2020-04-27,imperial
Afghanistan,2020-06-13,890.39,6,7131.64999999999,2020-04-27,imperial
Afghanistan,2020-06-14,968.2,5.475,7302.84999999999,2020-04-27,imperial
Afghanistan,2020-06-15,1046.47,6,7540.17499999999,2020-04-27,imperial
Afghanistan,2020-06-16,1116.88,5,7813.95,2020-04-27,imperial
Afghanistan,2020-06-17,1194.4,5.425,7741.625,2020-04-27,imperial
Afghanistan,2020-06-18,1264.58,5,7839.35,2020-04-27,imperial
Afghanistan,2020-06-19,1344.36,8,7929.15,2020-04-27,imperial
Afghanistan,2020-06-20,1421.14,6.475,7803.375,2020-04-27,imperial
Afghanistan,2020-06-21,1507.82,6.425,7676.25,2020-04-27,imperial
Afghanistan,2020-06-22,1593.17,8,7428.875,2020-04-27,imperial
Afghanistan,2020-06-23,1668.85,7.475,7050.1,2020-04-27,imperial
Afghanistan,2020-06-24,1741.97,5.95,6736,2020-04-27,imperial
Afghanistan,2020-06-25,1823.81,6.475,6736.575,2020-04-27,imperial
Afghanistan,2020-06-26,1884.25,9.475,6841.4,2020-04-27,imperial
Afghanistan,2020-06-27,1946.82,8.475,6946.075,2020-04-27,imperial
Afghanistan,2020-06-28,2018.84,9,7180.85,2020-04-27,imperial
Afghanistan,2020-06-29,2075.74,11.475,6877.7,2020-04-27,imperial
Afghanistan,2020-06-30,2129.01,10.475,6801.65,2020-04-27,imperial
Afghanistan,2020-07-01,2174.27,7.95,6685.15,2020-04-27,imperial
Afghanistan,2020-07-02,2218.13,7,6559.725,2020-04-27,imperial
Afghanistan,2020-07-03,2256.75,9.425,6684.275,2020-04-27,imperial
Afghanistan,2020-07-04,2286.02,10.95,6497.175,2020-04-27,imperial
Afghanistan,2020-07-05,2315.32,11.95,6588.8,2020-04-27,imperial
Afghanistan,2020-07-06,2327.21,9.425,6406.7,2020-04-27,imperial
Afghanistan,2020-07-07,2340.07,9.475,6282.325,2020-04-27,imperial
Afghanistan,2020-07-08,2346.8,12.9,6143.375,2020-04-27,imperial
Afghanistan,2020-07-09,2341.2,10.425,5949.175,2020-04-27,imperial
Afghanistan,2020-07-10,2334.76,10.8,5829.3,2020-04-27,imperial
Afghanistan,2020-07-11,2314.47,11.9,5700.65,2020-04-27,imperial
Afghanistan,2020-07-12,2300.38,12.95,5593.05,2020-04-27,imperial
Afghanistan,2020-07-13,2270.08,11.425,5501.325,2020-04-27,imperial
Afghanistan,2020-07-14,2254.84,14.95,5518.3,2020-04-27,imperial
Afghanistan,2020-07-15,2218.36,13.375,5357.6,2020-04-27,imperial
Afghanistan,2020-07-16,2181.7,17.175,5159.475,2020-04-27,imperial
Afghanistan,2020-07-17,2144.16,22.175,5088.375,2020-04-27,imperial
Afghanistan,2020-07-18,2102.39,19.9,4965.225,2020-04-27,imperial
Afghanistan,2020-07-19,2059.9,20.175,4892.175,2020-04-27,imperial
Afghanistan,2020-07-20,2020.05,23.375,4906.525,2020-04-27,imperial
Afghanistan,2020-07-21,1972.5,20.95,4829.5,2020-04-27,imperial
Afghanistan,2020-07-22,1915.35,20.075,4786.65,2020-04-27,imperial
Afghanistan,2020-07-23,1859.74,23.8,4679.475,2020-04-27,imperial
Afghanistan,2020-07-24,1805.62,24.75,4631.975,2020-04-27,imperial
Afghanistan,2020-07-25,1757.01,28.175,4512.15,2020-04-27,imperial
Angola,2020-02-19,0,0,0,2020-04-27,imperial
Angola,2020-02-20,0,0,0,2020-04-27,imperial
Angola,2020-02-21,0,0,0,2020-04-27,imperial
Angola,2020-02-22,0,0,0,2020-04-27,imperial
Angola,2020-02-23,0,0,0,2020-04-27,imperial
Angola,2020-02-24,0,0,0,2020-04-27,imperial
Angola,2020-02-25,0,0,0,2020-04-27,imperial
