model,model_date,location_name,ihme_loc_id,date,deaths,lower,upper
imperial,2020-05-31,Afghanistan,AFG,2020-05-31,372.28,107.47,681.45
imperial,2020-05-31,Afghanistan,AFG,2020-06-01,382.25,107.95,700.97
imperial,2020-05-31,Afghanistan,AFG,2020-06-02,392.38,109.9,718.6
imperial,2020-05-31,Afghanistan,AFG,2020-06-03,402.39,111.43,730.65
imperial,2020-05-31,Afghanistan,AFG,2020-06-04,412.07,114.43,747.85
imperial,2020-05-31,Afghanistan,AFG,2020-06-05,421.24,114.9,762.42
imperial,2020-05-31,Afghanistan,AFG,2020-06-06,431.57,117.8,790.55
imperial,2020-05-31,Afghanistan,AFG,2020-06-07,442,124.6,821.35
imperial,2020-05-31,Afghanistan,AFG,2020-06-08,452.2,128.02,853.68
imperial,2020-05-31,Afghanistan,AFG,2020-06-09,462.03,131.07,875.25
imperial,2020-05-31,Afghanistan,AFG,2020-06-10,471.88,135.6,888.62
imperial,2020-05-31,Afghanistan,AFG,2020-06-11,481.38,137.65,903.15
imperial,2020-05-31,Afghanistan,AFG,2020-06-12,491.04,140.07,925.72
imperial,2020-05-31,Afghanistan,AFG,2020-06-13,500.59,143.07,964.1
imperial,2020-05-31,Afghanistan,AFG,2020-06-14,510.11,144.02,1000.05
imperial,2020-05-31,Afghanistan,AFG,2020-06-15,519.85,147.6,1056.9
imperial,2020-05-31,Afghanistan,AFG,2020-06-16,529.93,151.6,1102.35
imperial,2020-05-31,Afghanistan,AFG,2020-06-17,540.08,156.93,1145.52
imperial,2020-05-31,Afghanistan,AFG,2020-06-18,550.1,164.4,1191.1
imperial,2020-05-31,Afghanistan,AFG,2020-06-19,560.51,167.45,1246.3
imperial,2020-05-31,Afghanistan,AFG,2020-06-20,571.03,167.98,1295.62
imperial,2020-05-31,Afghanistan,AFG,2020-06-21,581.44,170.02,1342.75
imperial,2020-05-31,Afghanistan,AFG,2020-06-22,592.14,172.6,1396.5
imperial,2020-05-31,Afghanistan,AFG,2020-06-23,602.66,172.6,1443.9
imperial,2020-05-31,Afghanistan,AFG,2020-06-24,613.14,175.75,1498.22
imperial,2020-05-31,Afghanistan,AFG,2020-06-25,624.46,180.48,1557.32
imperial,2020-05-31,Afghanistan,AFG,2020-06-26,636,183.1,1608.97
imperial,2020-05-31,Afghanistan,AFG,2020-06-27,647.46,184.15,1651.45
imperial,2020-05-31,Afghanistan,AFG,2020-06-28,659.46,186.25,1695.35
imperial,2020-05-31,Afghanistan,AFG,2020-06-29,671.54,187.82,1738.82
imperial,2020-05-31,Afghanistan,AFG,2020-06-30,683.88,190.45,1776.47
imperial,2020-05-31,Afghanistan,AFG,2020-07-01,696.79,191.5,1815.15
imperial,2020-05-31,Afghanistan,AFG,2020-07-02,708.95,193.6,1874.55
imperial,2020-05-31,Afghanistan,AFG,2020-07-03,721.72,196.75,1944.82
imperial,2020-05-31,Afghanistan,AFG,2020-07-04,735.26,198.8,2012.1
imperial,2020-05-31,Afghanistan,AFG,2020-07-05,747.87,201.9,2059.95
imperial,2020-05-31,Afghanistan,AFG,2020-07-06,761.64,204,2132.95
imperial,2020-05-31,Afghanistan,AFG,2020-07-07,776.11,206.38,2201.65
imperial,2020-05-31,Afghanistan,AFG,2020-07-08,790.7,209.22,2270.55
imperial,2020-05-31,Afghanistan,AFG,2020-07-09,806.03,210.18,2348.12
imperial,2020-05-31,Afghanistan,AFG,2020-07-10,821.74,214.93,2439.07
imperial,2020-05-31,Afghanistan,AFG,2020-07-11,837.21,216.35,2514.27
imperial,2020-05-31,Afghanistan,AFG,2020-07-12,853.81,218.25,2592.42
imperial,2020-05-31,Afghanistan,AFG,2020-07-13,870.8,218.25,2679.1
imperial,2020-05-31,Afghanistan,AFG,2020-07-14,888.34,218.25,2761.07
imperial,2020-05-31,Afghanistan,AFG,2020-07-15,905.22,218.25,2841.7
imperial,2020-05-31,Afghanistan,AFG,2020-07-16,922.38,218.72,2938.1
imperial,2020-05-31,Afghanistan,AFG,2020-07-17,940.61,218.72,3066.87
imperial,2020-05-31,Afghanistan,AFG,2020-07-18,958.94,218.72,3193.02
imperial,2020-05-31,Afghanistan,AFG,2020-07-19,978.99,218.72,3323.92
imperial,2020-05-31,Afghanistan,AFG,2020-07-20,998.88,219.2,3466.35
imperial,2020-05-31,Afghanistan,AFG,2020-07-21,1019.3,219.2,3607.25
imperial,2020-05-31,Afghanistan,AFG,2020-07-22,1041.08,219.2,3777.7
imperial,2020-05-31,Afghanistan,AFG,2020-07-23,1063,219.2,3944.37
imperial,2020-05-31,Afghanistan,AFG,2020-07-24,1084.12,219.2,4098.97
imperial,2020-05-31,Afghanistan,AFG,2020-07-25,1106.25,219.2,4292.3
imperial,2020-05-31,Afghanistan,AFG,2020-07-26,1128.76,219.2,4505.5
imperial,2020-05-31,Afghanistan,AFG,2020-07-27,1153.7,219.2,4735.87
imperial,2020-05-31,Afghanistan,AFG,2020-07-28,1177.97,219.68,4972
imperial,2020-05-31,Afghanistan,AFG,2020-07-29,1203.72,219.68,5209.02
imperial,2020-05-31,Afghanistan,AFG,2020-07-30,1229.59,219.68,5461.75
imperial,2020-05-31,Afghanistan,AFG,2020-07-31,1255.34,219.68,5719.07
imperial,2020-05-31,Afghanistan,AFG,2020-08-01,1282.36,219.68,5972.87
imperial,2020-05-31,Afghanistan,AFG,2020-08-02,1309.74,220.15,6252.52
imperial,2020-05-31,Afghanistan,AFG,2020-08-03,1339.32,220.15,6551.37
imperial,2020-05-31,Afghanistan,AFG,2020-08-04,1368.15,220.15,6852.42
imperial,2020-05-31,Afghanistan,AFG,2020-08-05,1398.3,220.62,7158.2
imperial,2020-05-31,Afghanistan,AFG,2020-08-06,1429.53,220.62,7412.8
imperial,2020-05-31,Afghanistan,AFG,2020-08-07,1460.61,220.62,7660.8
imperial,2020-05-31,Afghanistan,AFG,2020-08-08,1493.62,220.62,7957.75
imperial,2020-05-31,Afghanistan,AFG,2020-08-09,1526.04,220.62,8241.95
imperial,2020-05-31,Afghanistan,AFG,2020-08-10,1560.61,220.62,8560.1
imperial,2020-05-31,Afghanistan,AFG,2020-08-11,1596.7,220.62,8891.52
imperial,2020-05-31,Afghanistan,AFG,2020-08-12,1631.81,220.62,9190.95
imperial,2020-05-31,Afghanistan,AFG,2020-08-13,1668.11,220.62,9508.32
imperial,2020-05-31,Afghanistan,AFG,2020-08-14,1705.43,220.62,9846.65
imperial,2020-05-31,Afghanistan,AFG,2020-08-15,1744.16,220.62,10193.37
imperial,2020-05-31,Afghanistan,AFG,2020-08-16,1783.54,220.62,10545.95
imperial,2020-05-31,Afghanistan,AFG,2020-08-17,1824.04,220.62,10915.4
imperial,2020-05-31,Afghanistan,AFG,2020-08-18,1864.91,220.62,11289.65
imperial,2020-05-31,Afghanistan,AFG,2020-08-19,1906.83,220.62,11655.52
imperial,2020-05-31,Afghanistan,AFG,2020-08-20,1949.87,220.62,12031.17
imperial,2020-05-31,Afghanistan,AFG,2020-08-21,1993.99,220.62,12446.42
imperial,2020-05-31,Afghanistan,AFG,2020-08-22,2038.93,220.62,12867.45
imperial,2020-05-31,Afghanistan,AFG,2020-08-23,2085.57,220.62,13274.7
imperial,2020-05-31,Afghanistan,AFG,2020-08-24,2133.77,220.62,13717.05
imperial,2020-05-31,Afghanistan,AFG,2020-08-25,2183.16,220.62,14133.97
imperial,2020-05-31,Afghanistan,AFG,2020-08-26,2233.94,220.62,14566.87
imperial,2020-05-31,Afghanistan,AFG,2020-08-27,2286.82,220.62,15000.6
imperial,2020-05-31,Afghanistan,AFG,2020-08-28,2339.1,220.62,15419.35
imperial,2020-05-31,Albania,ALB,2020-05-31,42.06,9.95,87.52
imperial,2020-05-31,Albania,ALB,2020-06-01,42.11,9.95,87.52
imperial,2020-05-31,Albania,ALB,2020-06-02,42.15,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-03,42.17,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-04,42.2,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-05,42.24,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-06,42.28,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-07,42.3,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-08,42.3,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-09,42.3,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-10,42.33,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-11,42.34,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-12,42.36,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-13,42.36,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-14,42.37,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-15,42.4,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-16,42.4,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-17,42.44,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-18,42.45,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-19,42.45,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-20,42.48,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-21,42.48,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-22,42.49,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-23,42.5,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-24,42.53,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-25,42.53,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-26,42.54,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-27,42.55,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-28,42.56,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-29,42.58,9.95,88
imperial,2020-05-31,Albania,ALB,2020-06-30,42.58,9.95,88
imperial,2020-05-31,Albania,ALB,2020-07-01,42.58,9.95,88
imperial,2020-05-31,Albania,ALB,2020-07-02,42.58,9.95,88
imperial,2020-05-31,Albania,ALB,2020-07-03,42.59,9.95,88
imperial,2020-05-31,Albania,ALB,2020-07-04,42.59,9.95,88
imperial,2020-05-31,Albania,ALB,2020-07-05,42.62,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-06,42.63,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-07,42.63,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-08,42.63,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-09,42.64,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-10,42.65,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-11,42.65,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-12,42.67,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-13,42.68,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-14,42.68,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-15,42.68,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-16,42.69,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-17,42.7,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-18,42.7,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-19,42.71,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-20,42.71,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-21,42.71,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-22,42.71,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-23,42.71,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-24,42.71,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-25,42.71,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-26,42.71,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-27,42.71,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-28,42.71,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-29,42.72,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-30,42.72,10.48,88
imperial,2020-05-31,Albania,ALB,2020-07-31,42.72,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-01,42.72,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-02,42.72,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-03,42.73,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-04,42.73,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-05,42.73,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-06,42.74,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-07,42.74,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-08,42.76,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-09,42.76,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-10,42.76,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-11,42.76,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-12,42.78,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-13,42.78,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-14,42.78,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-15,42.78,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-16,42.78,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-17,42.78,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-18,42.78,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-19,42.78,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-20,42.78,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-21,42.78,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-22,42.78,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-23,42.79,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-24,42.79,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-25,42.79,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-26,42.79,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-27,42.79,10.48,88
imperial,2020-05-31,Albania,ALB,2020-08-28,42.79,10.48,88
imperial,2020-05-31,Algeria,DZA,2020-05-31,811.7,381.82,1505.82
imperial,2020-05-31,Algeria,DZA,2020-06-01,823.23,386.2,1528.92
imperial,2020-05-31,Algeria,DZA,2020-06-02,835.36,395.1,1546.97
imperial,2020-05-31,Algeria,DZA,2020-06-03,847.78,402.52,1575.27
imperial,2020-05-31,Algeria,DZA,2020-06-04,860.74,407.38,1603.27
imperial,2020-05-31,Algeria,DZA,2020-06-05,873.77,411.8,1628.6
imperial,2020-05-31,Algeria,DZA,2020-06-06,887.88,418.22,1658.3
imperial,2020-05-31,Algeria,DZA,2020-06-07,902.8,424.75,1692.4
imperial,2020-05-31,Algeria,DZA,2020-06-08,918.84,431.8,1722.92
imperial,2020-05-31,Algeria,DZA,2020-06-09,935.44,438.8,1760.3
imperial,2020-05-31,Algeria,DZA,2020-06-10,952.96,447.48,1794.25
imperial,2020-05-31,Algeria,DZA,2020-06-11,972.27,455,1838.72
imperial,2020-05-31,Algeria,DZA,2020-06-12,991.53,464.05,1906.85
imperial,2020-05-31,Algeria,DZA,2020-06-13,1012.54,473.15,1971.67
imperial,2020-05-31,Algeria,DZA,2020-06-14,1034.44,483.82,2049.55
imperial,2020-05-31,Algeria,DZA,2020-06-15,1057.93,497.5,2105.6
imperial,2020-05-31,Algeria,DZA,2020-06-16,1081.47,509.98,2169.77
imperial,2020-05-31,Algeria,DZA,2020-06-17,1107.96,521.18,2231.87
imperial,2020-05-31,Algeria,DZA,2020-06-18,1134.4,536.9,2295.75
imperial,2020-05-31,Algeria,DZA,2020-06-19,1163.09,552.95,2352.85
imperial,2020-05-31,Algeria,DZA,2020-06-20,1194.5,567.22,2427.12
imperial,2020-05-31,Algeria,DZA,2020-06-21,1226.2,580.45,2501.35
imperial,2020-05-31,Algeria,DZA,2020-06-22,1260.15,595.68,2592.15
imperial,2020-05-31,Algeria,DZA,2020-06-23,1296.32,614.85,2697.45
imperial,2020-05-31,Algeria,DZA,2020-06-24,1335.34,625.38,2790.12
imperial,2020-05-31,Algeria,DZA,2020-06-25,1377.78,643.32,2896.17
imperial,2020-05-31,Algeria,DZA,2020-06-26,1424.2,659.38,2998.42
imperial,2020-05-31,Algeria,DZA,2020-06-27,1474.62,672,3089.92
imperial,2020-05-31,Algeria,DZA,2020-06-28,1527.08,685.28,3188.67
imperial,2020-05-31,Algeria,DZA,2020-06-29,1582.29,701.18,3292.25
imperial,2020-05-31,Algeria,DZA,2020-06-30,1641.27,713.7,3398.2
imperial,2020-05-31,Algeria,DZA,2020-07-01,1702.72,728.55,3523.97
