model,model_date,location_name,ihme_loc_id,date,deaths,lower,upper,daily,daily_lower,daily_upper
imperial,2020-12-04,Afghanistan,AFG,2020-12-04,2122.5,1492.3,3545.8,17,9,33
imperial,2020-12-04,Afghanistan,AFG,2020-12-05,2147,1507.4,3571.15,18,9,33
imperial,2020-12-04,Afghanistan,AFG,2020-12-06,2170,1521.78,3598.4,20,10,36
imperial,2020-12-04,Afghanistan,AFG,2020-12-07,2190,1541.88,3620.65,18,10,36.52
imperial,2020-12-04,Afghanistan,AFG,2020-12-08,2211,1556.88,3638.75,19,11,36.05
imperial,2020-12-04,Afghanistan,AFG,2020-12-09,2226,1571.88,3662.37,20.5,10,36.52
imperial,2020-12-04,Afghanistan,AFG,2020-12-10,2247,1590.45,3688.67,19,10,37
imperial,2020-12-04,Afghanistan,AFG,2020-12-11,2259.5,1607.92,3710.1,20,10,36.57
imperial,2020-12-04,Afghanistan,AFG,2020-12-12,2280,1628.45,3739.17,19,10.95,40
imperial,2020-12-04,Afghanistan,AFG,2020-12-13,2295,1647.12,3760.9,19,9.48,37.52
imperial,2020-12-04,Afghanistan,AFG,2020-12-14,2312,1663.38,3786.17,20,11,34
imperial,2020-12-04,Afghanistan,AFG,2020-12-15,2329.5,1678.83,3811.22,19,9,38.52
imperial,2020-12-04,Afghanistan,AFG,2020-12-16,2343.5,1690.05,3838.42,20,9.48,36.05
imperial,2020-12-04,Afghanistan,AFG,2020-12-17,2361.5,1711.6,3864.12,19.5,9.48,36.05
imperial,2020-12-04,Afghanistan,AFG,2020-12-18,2380,1730.47,3897.12,19,9.48,39.72
imperial,2020-12-04,Afghanistan,AFG,2020-12-19,2410,1746.47,3917.72,19,9.48,42.57
imperial,2020-12-04,Afghanistan,AFG,2020-12-20,2441,1766.38,3941.85,18,9,44.52
imperial,2020-12-04,Afghanistan,AFG,2020-12-21,2459,1780.6,3965.12,19,9.48,42.62
imperial,2020-12-04,Afghanistan,AFG,2020-12-22,2480.5,1793.7,3991.3,20,8,45.52
imperial,2020-12-04,Afghanistan,AFG,2020-12-23,2497.5,1808.28,4015.9,19,10,42.05
imperial,2020-12-04,Afghanistan,AFG,2020-12-24,2513.5,1822.43,4033.55,19,9,43.1
imperial,2020-12-04,Afghanistan,AFG,2020-12-25,2541,1830.9,4052.93,19.5,9.95,41.62
imperial,2020-12-04,Afghanistan,AFG,2020-12-26,2574,1845.65,4076.15,19,7.95,40.52
imperial,2020-12-04,Afghanistan,AFG,2020-12-27,2602,1853.75,4105.77,19,8,47.57
imperial,2020-12-04,Afghanistan,AFG,2020-12-28,2629,1868.95,4126.02,19,8.47,41.57
imperial,2020-12-04,Afghanistan,AFG,2020-12-29,2668.5,1882.8,4154.32,18,7,47.52
imperial,2020-12-04,Afghanistan,AFG,2020-12-30,2699.5,1906.07,4175.15,19,9,46.57
imperial,2020-12-04,Afghanistan,AFG,2020-12-31,2732.5,1928.95,4200.02,18,9,45
imperial,2020-12-04,Afghanistan,AFG,2021-01-01,2748.5,1942.38,4229.75,18,8.47,51.05
imperial,2020-12-04,Afghanistan,AFG,2021-01-02,2765.5,1956.28,4254.52,17,7.47,49.2
imperial,2020-12-04,Afghanistan,AFG,2021-01-03,2781.5,1974.45,4279.87,19,8.95,54.57
imperial,2020-12-04,Afghanistan,AFG,2021-01-04,2795,1983.82,4301.52,17,7,48.52
imperial,2020-12-04,Afghanistan,AFG,2021-01-05,2824.5,1995.25,4324.4,18,5.47,51.05
imperial,2020-12-04,Afghanistan,AFG,2021-01-06,2848.5,2004.83,4355.52,18,6.47,51.52
imperial,2020-12-04,Afghanistan,AFG,2021-01-07,2870,2015.68,4384.07,18,8,56.52
imperial,2020-12-04,Afghanistan,AFG,2021-01-08,2896.5,2029.58,4404.9,16,6.47,57.62
imperial,2020-12-04,Afghanistan,AFG,2021-01-09,2909.5,2044.15,4429.27,17.5,8,54.52
imperial,2020-12-04,Afghanistan,AFG,2021-01-10,2925.5,2056.1,4449.52,17,7,57.3
imperial,2020-12-04,Afghanistan,AFG,2021-01-11,2940.5,2069.62,4470.82,17,6.47,63.62
imperial,2020-12-04,Afghanistan,AFG,2021-01-12,2956,2082.9,4497.47,18,5.47,62.05
imperial,2020-12-04,Afghanistan,AFG,2021-01-13,2965.5,2096.75,4524.17,16,6.47,63.57
imperial,2020-12-04,Afghanistan,AFG,2021-01-14,2983,2107.8,4549.35,15.5,7,60.1
imperial,2020-12-04,Afghanistan,AFG,2021-01-15,3001.5,2125.8,4569.5,18,5,67.57
imperial,2020-12-04,Afghanistan,AFG,2021-01-16,3017.5,2138.85,4591.22,16.5,6,60.2
imperial,2020-12-04,Afghanistan,AFG,2021-01-17,3035,2152.7,4620.67,18,6,71.15
imperial,2020-12-04,Afghanistan,AFG,2021-01-18,3046.5,2169.18,4637.55,17,5,66.02
imperial,2020-12-04,Afghanistan,AFG,2021-01-19,3056.5,2182.07,4669.87,16,5,58.57
imperial,2020-12-04,Afghanistan,AFG,2021-01-20,3066,2191.5,4699.52,17,3.95,67.67
