model,model_date,location_name,ihme_loc_id,date,deaths,lower,upper
sikjalpha,2020-05-20,Afghanistan,AFG,2020-05-20,185,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-05-21,191,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-05-22,199,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-05-23,206,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-05-24,214,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-05-25,222,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-05-26,231,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-05-27,240,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-05-28,249,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-05-29,258,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-05-30,268,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-05-31,278,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-01,289,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-02,299,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-03,311,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-04,322,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-05,335,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-06,347,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-07,360,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-08,374,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-09,388,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-10,403,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-11,418,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-12,433,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-13,450,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-14,466,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-15,484,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-16,502,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-17,521,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-18,540,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-19,561,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-20,582,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-21,603,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-22,626,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-23,649,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-24,673,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-25,698,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-26,724,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-27,751,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-28,779,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-29,807,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-06-30,837,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-01,868,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-02,900,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-03,933,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-04,967,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-05,1002,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-06,1039,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-07,1077,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-08,1116,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-09,1157,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-10,1199,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-11,1242,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-12,1287,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-13,1333,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-14,1381,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-15,1430,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-16,1481,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-17,1534,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-18,1588,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-19,1645,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-20,1703,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-21,1763,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-22,1824,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-23,1888,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-24,1954,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-25,2022,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-26,2091,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-27,2163,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-28,2238,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-29,2314,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-30,2393,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-07-31,2474,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-01,2557,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-02,2643,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-03,2731,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-04,2821,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-05,2914,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-06,3010,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-07,3108,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-08,3209,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-09,3313,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-10,3419,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-11,3527,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-12,3639,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-13,3753,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-14,3870,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-15,3990,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-16,4113,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-17,4238,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-18,4366,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-19,4497,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-20,4631,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-21,4767,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-22,4907,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-23,5049,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-24,5193,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-25,5341,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-26,5491,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-27,5643,,
sikjalpha,2020-05-20,Afghanistan,AFG,2020-08-28,5799,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-05-20,517,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-05-21,530,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-05-22,544,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-05-23,558,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-05-24,573,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-05-25,588,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-05-26,603,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-05-27,619,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-05-28,635,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-05-29,651,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-05-30,668,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-05-31,684,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-01,701,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-02,717,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-03,734,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-04,750,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-05,767,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-06,784,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-07,801,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-08,819,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-09,837,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-10,855,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-11,873,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-12,892,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-13,911,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-14,930,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-15,950,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-16,969,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-17,989,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-18,1009,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-19,1029,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-20,1049,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-21,1070,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-22,1091,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-23,1112,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-24,1133,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-25,1155,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-26,1176,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-27,1198,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-28,1220,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-29,1243,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-06-30,1265,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-01,1288,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-02,1310,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-03,1333,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-04,1356,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-05,1380,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-06,1403,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-07,1427,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-08,1450,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-09,1474,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-10,1498,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-11,1522,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-12,1547,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-13,1571,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-14,1595,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-15,1620,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-16,1645,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-17,1669,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-18,1694,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-19,1719,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-20,1744,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-21,1769,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-22,1794,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-23,1820,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-24,1845,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-25,1870,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-26,1895,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-27,1921,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-28,1946,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-29,1971,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-30,1997,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-07-31,2022,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-08-01,2047,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-08-02,2073,,
sikjalpha,2020-05-20,Alabama,USA_523,2020-08-03,2098,,
