model,model_date,location_name,ihme_loc_id,date,deaths,lower,upper,daily,daily_lower,daily_upper
lanl,2021-04-21,Afghanistan,AFG,2021-04-21,2557,2557,2557,8,8,8
lanl,2021-04-21,Afghanistan,AFG,2021-04-22,2559,2557,2565,2,0,8
lanl,2021-04-21,Afghanistan,AFG,2021-04-23,2563,2557,2571,3,0,10
lanl,2021-04-21,Afghanistan,AFG,2021-04-24,2564,2558,2574,1,0,7
lanl,2021-04-21,Afghanistan,AFG,2021-04-25,2565,2558,2575,0,0,3
lanl,2021-04-21,Afghanistan,AFG,2021-04-26,2572,2561,2585,7,0,16
lanl,2021-04-21,Afghanistan,AFG,2021-04-27,2575,2563,2588,3,0,8
lanl,2021-04-21,Afghanistan,AFG,2021-04-28,2580,2566,2595.025,4,0,13
lanl,2021-04-21,Afghanistan,AFG,2021-04-29,2582,2568,2599,2,0,8
lanl,2021-04-21,Afghanistan,AFG,2021-04-30,2585,2570,2603,3,0,10
lanl,2021-04-21,Afghanistan,AFG,2021-05-01,2587,2571,2605,1,0,7
lanl,2021-04-21,Afghanistan,AFG,2021-05-02,2587,2572,2606,0,0,3
lanl,2021-04-21,Afghanistan,AFG,2021-05-03,2595,2577,2614,7,0,16
lanl,2021-04-21,Afghanistan,AFG,2021-05-04,2598,2579,2618,3,0,8
lanl,2021-04-21,Afghanistan,AFG,2021-05-05,2602,2582.975,2624,4,0,13
lanl,2021-04-21,Afghanistan,AFG,2021-05-06,2605,2584,2627,2,0,8
lanl,2021-04-21,Afghanistan,AFG,2021-05-07,2608,2587,2631,3,0,10
lanl,2021-04-21,Afghanistan,AFG,2021-05-08,2610,2588,2634,1,0,7
lanl,2021-04-21,Afghanistan,AFG,2021-05-09,2610,2589,2634,0,0,3
lanl,2021-04-21,Afghanistan,AFG,2021-05-10,2617,2594,2643,7,0,15.0249999999996
lanl,2021-04-21,Afghanistan,AFG,2021-05-11,2620,2596,2646,3,0,8
lanl,2021-04-21,Afghanistan,AFG,2021-05-12,2625,2600,2653,5,0,13
lanl,2021-04-21,Afghanistan,AFG,2021-05-13,2628,2602,2656,2,0,8
lanl,2021-04-21,Afghanistan,AFG,2021-05-14,2631,2605,2659,3,0,10
lanl,2021-04-21,Afghanistan,AFG,2021-05-15,2632,2607,2661,1,0,6
lanl,2021-04-21,Afghanistan,AFG,2021-05-16,2633,2607,2662,0,0,3
lanl,2021-04-21,Afghanistan,AFG,2021-05-17,2640,2613,2670,7,0,16
lanl,2021-04-21,Afghanistan,AFG,2021-05-18,2643,2616,2673,3,0,8
lanl,2021-04-21,Afghanistan,AFG,2021-05-19,2648,2619,2678,4,0,13
lanl,2021-04-21,Afghanistan,AFG,2021-05-20,2650,2622,2681,2,0,8
lanl,2021-04-21,Afghanistan,AFG,2021-05-21,2653,2624,2686,3,0,10
lanl,2021-04-21,Afghanistan,AFG,2021-05-22,2655,2626,2687,1,0,7
lanl,2021-04-21,Afghanistan,AFG,2021-05-23,2656,2626,2688,0,0,3
lanl,2021-04-21,Afghanistan,AFG,2021-05-24,2663,2632,2696,7,0,16
lanl,2021-04-21,Afghanistan,AFG,2021-05-25,2665,2635,2699,3,0,8
lanl,2021-04-21,Afghanistan,AFG,2021-05-26,2671,2638,2705,5,0,13
lanl,2021-04-21,Afghanistan,AFG,2021-05-27,2673,2641,2707.025,2,0,8
lanl,2021-04-21,Afghanistan,AFG,2021-05-28,2676,2643,2712,3,0,10
lanl,2021-04-21,Afghanistan,AFG,2021-05-29,2678,2645,2714,1,0,7
lanl,2021-04-21,Afghanistan,AFG,2021-05-30,2679,2645,2715,0,0,3
lanl,2021-04-21,Afghanistan,AFG,2021-05-31,2685,2651,2722,7,0,15
lanl,2021-04-21,Afghanistan,AFG,2021-06-01,2688,2653,2725,3,0,8
lanl,2021-04-21,Afghanistan,AFG,2021-06-02,2693,2657,2731,4,0,13
lanl,2021-04-21,Afghanistan,AFG,2021-06-03,2696,2660,2734,2,0,8
lanl,2021-04-21,Afghanistan,AFG,2021-06-04,2699,2663,2738,3,0,10
lanl,2021-04-21,Afghanistan,AFG,2021-06-05,2701,2664.975,2740,1,0,7
lanl,2021-04-21,Afghanistan,AFG,2021-06-06,2701,2665,2740.025,0,0,3
lanl,2021-04-21,Afghanistan,AFG,2021-06-07,2708,2671,2749,7,0,15
lanl,2021-04-21,Afghanistan,AFG,2021-06-08,2711,2673,2752,3,0,8
lanl,2021-04-21,Alabama,USA_523,2021-04-21,10807,10807,10807,9,9,9
lanl,2021-04-21,Alabama,USA_523,2021-04-22,10817,10808,10842,10,1,35
lanl,2021-04-21,Alabama,USA_523,2021-04-23,10833,10809,10877,15,1,45
lanl,2021-04-21,Alabama,USA_523,2021-04-24,10856,10810,10923,19,1,61
lanl,2021-04-21,Alabama,USA_523,2021-04-25,10859,10810,10942,1,0,26
lanl,2021-04-21,Alabama,USA_523,2021-04-26,10862,10810,10963,1,0,25
lanl,2021-04-21,Alabama,USA_523,2021-04-27,10872,10811,10989,8,1,30
lanl,2021-04-21,Alabama,USA_523,2021-04-28,10879,10812,11013,6,1,26
lanl,2021-04-21,Alabama,USA_523,2021-04-29,10889,10813,11039,9,1,31
lanl,2021-04-21,Alabama,USA_523,2021-04-30,10904,10814,11066,13,1,39.0249999999996
lanl,2021-04-21,Alabama,USA_523,2021-05-01,10924,10815,11109.025,17,1,54
lanl,2021-04-21,Alabama,USA_523,2021-05-02,10926,10815,11130,1,0,24
lanl,2021-04-21,Alabama,USA_523,2021-05-03,10929,10815,11151.025,1,0,24
lanl,2021-04-21,Alabama,USA_523,2021-05-04,10938,10816,11174,8,1,29
