model,model_date,location_name,ihme_loc_id,date,deaths,lower,upper,daily,daily_lower,daily_upper
lanl,2021-06-06,Afghanistan,AFG,2021-06-06,3145,3145,3145,41,41,41
lanl,2021-06-06,Afghanistan,AFG,2021-06-07,3186,3165,3198,41,20,53
lanl,2021-06-06,Afghanistan,AFG,2021-06-08,3231,3187,3255,45,22,57
lanl,2021-06-06,Afghanistan,AFG,2021-06-09,3280,3211,3318,49,24,63
lanl,2021-06-06,Afghanistan,AFG,2021-06-10,3334,3237.975,3387,54,26,70
lanl,2021-06-06,Afghanistan,AFG,2021-06-11,3394,3266.975,3465.025,60,29,78
lanl,2021-06-06,Afghanistan,AFG,2021-06-12,3457,3297,3548.025,64,30,84
lanl,2021-06-06,Afghanistan,AFG,2021-06-13,3522,3328,3635,65,30,88
lanl,2021-06-06,Afghanistan,AFG,2021-06-14,3593,3361.975,3733.025,72,31,98
lanl,2021-06-06,Afghanistan,AFG,2021-06-15,3670,3397.95,3840,77,33,108
lanl,2021-06-06,Afghanistan,AFG,2021-06-16,3753,3431,3958,83,33,118
lanl,2021-06-06,Afghanistan,AFG,2021-06-17,3841,3468.975,4087,88,34,129
lanl,2021-06-06,Afghanistan,AFG,2021-06-18,3934,3504.95,4225.025,93,34,142
lanl,2021-06-06,Afghanistan,AFG,2021-06-19,4028,3541,4378,96,32,152.025
lanl,2021-06-06,Afghanistan,AFG,2021-06-20,4125,3575.85,4541.05,96,31,158
lanl,2021-06-06,Afghanistan,AFG,2021-06-21,4228,3607.975,4711.05,101,32,175
lanl,2021-06-06,Afghanistan,AFG,2021-06-22,4333,3650.9,4901,104,32,190
lanl,2021-06-06,Afghanistan,AFG,2021-06-23,4438,3689.95,5096.1,104,32,208.025
lanl,2021-06-06,Afghanistan,AFG,2021-06-24,4542.5,3730.825,5309.075,103,31,225
lanl,2021-06-06,Afghanistan,AFG,2021-06-25,4642.5,3763.95,5536,102,31,246
lanl,2021-06-06,Afghanistan,AFG,2021-06-26,4743,3812.975,5781.025,99,30,261.025
lanl,2021-06-06,Afghanistan,AFG,2021-06-27,4836.5,3841,6043,94,28,268
lanl,2021-06-06,Afghanistan,AFG,2021-06-28,4931,3868.975,6331.05,95,29,295
lanl,2021-06-06,Afghanistan,AFG,2021-06-29,5021.5,3898.95,6638.125,92,29,319.025
lanl,2021-06-06,Afghanistan,AFG,2021-06-30,5108,3930,6971.05,89,28.975,340.025
lanl,2021-06-06,Afghanistan,AFG,2021-07-01,5191.5,3960,7306.15,85,28,361
lanl,2021-06-06,Afghanistan,AFG,2021-07-02,5278,3992,7665.025,82,28,386
