location_name,date,deaths,lower,upper,model_date,model
Austria,2020-03-12,1,,,2020-04-27,yyg
Austria,2020-03-13,1,,,2020-04-27,yyg
Austria,2020-03-14,1,,,2020-04-27,yyg
Austria,2020-03-15,1,,,2020-04-27,yyg
Austria,2020-03-16,3,,,2020-04-27,yyg
Austria,2020-03-17,3,,,2020-04-27,yyg
Austria,2020-03-18,4,,,2020-04-27,yyg
Austria,2020-03-19,6,,,2020-04-27,yyg
Austria,2020-03-20,6,,,2020-04-27,yyg
Austria,2020-03-21,8,,,2020-04-27,yyg
Austria,2020-03-22,16,,,2020-04-27,yyg
Austria,2020-03-23,21,,,2020-04-27,yyg
Austria,2020-03-24,28,,,2020-04-27,yyg
Austria,2020-03-25,30,,,2020-04-27,yyg
Austria,2020-03-26,49,,,2020-04-27,yyg
Austria,2020-03-27,58,,,2020-04-27,yyg
Austria,2020-03-28,68,,,2020-04-27,yyg
Austria,2020-03-29,86,,,2020-04-27,yyg
Austria,2020-03-30,108,,,2020-04-27,yyg
Austria,2020-03-31,128,,,2020-04-27,yyg
Austria,2020-04-01,146,,,2020-04-27,yyg
Austria,2020-04-02,158,,,2020-04-27,yyg
Austria,2020-04-03,168,,,2020-04-27,yyg
Austria,2020-04-04,186,,,2020-04-27,yyg
Austria,2020-04-05,204,,,2020-04-27,yyg
Austria,2020-04-06,220,,,2020-04-27,yyg
Austria,2020-04-07,243,,,2020-04-27,yyg
Austria,2020-04-08,273,,,2020-04-27,yyg
Austria,2020-04-09,295,,,2020-04-27,yyg
Austria,2020-04-10,319,,,2020-04-27,yyg
Austria,2020-04-11,337,,,2020-04-27,yyg
Austria,2020-04-12,350,,,2020-04-27,yyg
Austria,2020-04-13,368,,,2020-04-27,yyg
Austria,2020-04-14,384,,,2020-04-27,yyg
Austria,2020-04-15,393,,,2020-04-27,yyg
Austria,2020-04-16,410,,,2020-04-27,yyg
Austria,2020-04-17,431,,,2020-04-27,yyg
Austria,2020-04-18,443,,,2020-04-27,yyg
Austria,2020-04-19,452,,,2020-04-27,yyg
Austria,2020-04-20,470,,,2020-04-27,yyg
Austria,2020-04-21,491,,,2020-04-27,yyg
Austria,2020-04-22,510,,,2020-04-27,yyg
Austria,2020-04-23,522,,,2020-04-27,yyg
Austria,2020-04-24,530,,,2020-04-27,yyg
Austria,2020-04-25,536,,,2020-04-27,yyg
Austria,2020-04-26,542,,,2020-04-27,yyg
Austria,2020-04-27,549,,,2020-04-27,yyg
Austria,2020-04-28,560,555,567,2020-04-27,yyg
Austria,2020-04-29,571,562,585,2020-04-27,yyg
Austria,2020-04-30,582,568,603,2020-04-27,yyg
Austria,2020-05-01,592,573,620,2020-04-27,yyg
Austria,2020-05-02,602,579,637,2020-04-27,yyg
Austria,2020-05-03,612,584,654,2020-04-27,yyg
Austria,2020-05-04,622,589,671,2020-04-27,yyg
