location_name,date,deaths,lower,upper,model_date,model
Algeria,2020-03-12,1,,,2020-06-19,yyg
Algeria,2020-03-13,2,,,2020-06-19,yyg
Algeria,2020-03-14,3,,,2020-06-19,yyg
Algeria,2020-03-15,4,,,2020-06-19,yyg
Algeria,2020-03-16,4,,,2020-06-19,yyg
Algeria,2020-03-17,4,,,2020-06-19,yyg
Algeria,2020-03-18,7,,,2020-06-19,yyg
Algeria,2020-03-19,9,,,2020-06-19,yyg
Algeria,2020-03-20,11,,,2020-06-19,yyg
Algeria,2020-03-21,15,,,2020-06-19,yyg
Algeria,2020-03-22,17,,,2020-06-19,yyg
Algeria,2020-03-23,17,,,2020-06-19,yyg
Algeria,2020-03-24,19,,,2020-06-19,yyg
Algeria,2020-03-25,21,,,2020-06-19,yyg
Algeria,2020-03-26,25,,,2020-06-19,yyg
Algeria,2020-03-27,26,,,2020-06-19,yyg
Algeria,2020-03-28,29,,,2020-06-19,yyg
Algeria,2020-03-29,31,,,2020-06-19,yyg
Algeria,2020-03-30,35,,,2020-06-19,yyg
Algeria,2020-03-31,44,,,2020-06-19,yyg
Algeria,2020-04-01,58,,,2020-06-19,yyg
Algeria,2020-04-02,86,,,2020-06-19,yyg
Algeria,2020-04-03,105,,,2020-06-19,yyg
Algeria,2020-04-04,130,,,2020-06-19,yyg
Algeria,2020-04-05,152,,,2020-06-19,yyg
Algeria,2020-04-06,173,,,2020-06-19,yyg
Algeria,2020-04-07,193,,,2020-06-19,yyg
Algeria,2020-04-08,205,,,2020-06-19,yyg
Algeria,2020-04-09,235,,,2020-06-19,yyg
Algeria,2020-04-10,256,,,2020-06-19,yyg
Algeria,2020-04-11,275,,,2020-06-19,yyg
Algeria,2020-04-12,293,,,2020-06-19,yyg
Algeria,2020-04-13,313,,,2020-06-19,yyg
Algeria,2020-04-14,326,,,2020-06-19,yyg
Algeria,2020-04-15,336,,,2020-06-19,yyg
Algeria,2020-04-16,348,,,2020-06-19,yyg
Algeria,2020-04-17,364,,,2020-06-19,yyg
Algeria,2020-04-18,367,,,2020-06-19,yyg
Algeria,2020-04-19,375,,,2020-06-19,yyg
Algeria,2020-04-20,384,,,2020-06-19,yyg
Algeria,2020-04-21,392,,,2020-06-19,yyg
Algeria,2020-04-22,402,,,2020-06-19,yyg
Algeria,2020-04-23,407,,,2020-06-19,yyg
Algeria,2020-04-24,415,,,2020-06-19,yyg
Algeria,2020-04-25,419,,,2020-06-19,yyg
Algeria,2020-04-26,425,,,2020-06-19,yyg
Algeria,2020-04-27,432,,,2020-06-19,yyg
Algeria,2020-04-28,437,,,2020-06-19,yyg
Algeria,2020-04-29,444,,,2020-06-19,yyg
Algeria,2020-04-30,450,,,2020-06-19,yyg
Algeria,2020-05-01,453,,,2020-06-19,yyg
Algeria,2020-05-02,459,,,2020-06-19,yyg
Algeria,2020-05-03,463,,,2020-06-19,yyg
Algeria,2020-05-04,465,,,2020-06-19,yyg
Algeria,2020-05-05,470,,,2020-06-19,yyg
Algeria,2020-05-06,476,,,2020-06-19,yyg
Algeria,2020-05-07,483,,,2020-06-19,yyg
Algeria,2020-05-08,488,,,2020-06-19,yyg
Algeria,2020-05-09,494,,,2020-06-19,yyg
Algeria,2020-05-10,502,,,2020-06-19,yyg
Algeria,2020-05-11,507,,,2020-06-19,yyg
Algeria,2020-05-12,515,,,2020-06-19,yyg
Algeria,2020-05-13,522,,,2020-06-19,yyg
Algeria,2020-05-14,529,,,2020-06-19,yyg
Algeria,2020-05-15,536,,,2020-06-19,yyg
Algeria,2020-05-16,542,,,2020-06-19,yyg
Algeria,2020-05-17,548,,,2020-06-19,yyg
Algeria,2020-05-18,555,,,2020-06-19,yyg
Algeria,2020-05-19,561,,,2020-06-19,yyg
Algeria,2020-05-20,568,,,2020-06-19,yyg
Algeria,2020-05-21,575,,,2020-06-19,yyg
Algeria,2020-05-22,582,,,2020-06-19,yyg
Algeria,2020-05-23,592,,,2020-06-19,yyg
Algeria,2020-05-24,600,,,2020-06-19,yyg
Algeria,2020-05-25,609,,,2020-06-19,yyg
Algeria,2020-05-26,617,,,2020-06-19,yyg
Algeria,2020-05-27,623,,,2020-06-19,yyg
Algeria,2020-05-28,630,,,2020-06-19,yyg
Algeria,2020-05-29,638,,,2020-06-19,yyg
Algeria,2020-05-30,646,,,2020-06-19,yyg
Algeria,2020-05-31,653,,,2020-06-19,yyg
Algeria,2020-06-01,661,,,2020-06-19,yyg
Algeria,2020-06-02,667,,,2020-06-19,yyg
Algeria,2020-06-03,673,,,2020-06-19,yyg
Algeria,2020-06-04,681,,,2020-06-19,yyg
Algeria,2020-06-05,690,,,2020-06-19,yyg
Algeria,2020-06-06,698,,,2020-06-19,yyg
Algeria,2020-06-07,707,,,2020-06-19,yyg
Algeria,2020-06-08,715,,,2020-06-19,yyg
Algeria,2020-06-09,724,,,2020-06-19,yyg
Algeria,2020-06-10,732,,,2020-06-19,yyg
Algeria,2020-06-11,741,,,2020-06-19,yyg
Algeria,2020-06-12,751,,,2020-06-19,yyg
Algeria,2020-06-13,760,,,2020-06-19,yyg
Algeria,2020-06-14,767,,,2020-06-19,yyg
Algeria,2020-06-15,777,,,2020-06-19,yyg
Algeria,2020-06-16,788,,,2020-06-19,yyg
Algeria,2020-06-17,799,,,2020-06-19,yyg
Algeria,2020-06-18,811,,,2020-06-19,yyg
Algeria,2020-06-19,825,,,2020-06-19,yyg
Algeria,2020-06-20,832,827,839,2020-06-19,yyg
Algeria,2020-06-21,839,830,853,2020-06-19,yyg
Algeria,2020-06-22,845,833,866,2020-06-19,yyg
Algeria,2020-06-23,852,835,879,2020-06-19,yyg
Algeria,2020-06-24,858,838,893,2020-06-19,yyg
Algeria,2020-06-25,865,841,906,2020-06-19,yyg
Algeria,2020-06-26,871,843,919,2020-06-19,yyg
Algeria,2020-06-27,878,845,933,2020-06-19,yyg
Algeria,2020-06-28,884,848,947,2020-06-19,yyg
Algeria,2020-06-29,891,850,960,2020-06-19,yyg
Algeria,2020-06-30,897,852,974,2020-06-19,yyg
Algeria,2020-07-01,903,854,988,2020-06-19,yyg
Algeria,2020-07-02,909,857,1002,2020-06-19,yyg
Algeria,2020-07-03,916,859,1016,2020-06-19,yyg
Algeria,2020-07-04,922,861,1031,2020-06-19,yyg
Algeria,2020-07-05,928,863,1046,2020-06-19,yyg
Algeria,2020-07-06,935,865,1062,2020-06-19,yyg
Algeria,2020-07-07,942,867,1078,2020-06-19,yyg
Algeria,2020-07-08,948,868,1095,2020-06-19,yyg
Algeria,2020-07-09,955,870,1112,2020-06-19,yyg
Algeria,2020-07-10,962,872,1129,2020-06-19,yyg
Algeria,2020-07-11,969,874,1148,2020-06-19,yyg
Algeria,2020-07-12,977,876,1166,2020-06-19,yyg
Algeria,2020-07-13,984,878,1185,2020-06-19,yyg
Algeria,2020-07-14,992,879,1205,2020-06-19,yyg
Algeria,2020-07-15,999,881,1225,2020-06-19,yyg
Algeria,2020-07-16,1007,883,1246,2020-06-19,yyg
Algeria,2020-07-17,1015,884,1268,2020-06-19,yyg
Algeria,2020-07-18,1023,886,1290,2020-06-19,yyg
Algeria,2020-07-19,1032,888,1313,2020-06-19,yyg
Algeria,2020-07-20,1040,889,1337,2020-06-19,yyg
Algeria,2020-07-21,1049,891,1362,2020-06-19,yyg
Algeria,2020-07-22,1058,892,1387,2020-06-19,yyg
Algeria,2020-07-23,1067,894,1412,2020-06-19,yyg
Algeria,2020-07-24,1076,895,1438,2020-06-19,yyg
Algeria,2020-07-25,1085,897,1465,2020-06-19,yyg
Algeria,2020-07-26,1094,898,1492,2020-06-19,yyg
Algeria,2020-07-27,1104,900,1520,2020-06-19,yyg
Algeria,2020-07-28,1114,901,1549,2020-06-19,yyg
Algeria,2020-07-29,1124,903,1578,2020-06-19,yyg
Algeria,2020-07-30,1134,904,1609,2020-06-19,yyg
Algeria,2020-07-31,1144,905,1641,2020-06-19,yyg
Algeria,2020-08-01,1154,907,1673,2020-06-19,yyg
Algeria,2020-08-02,1165,908,1706,2020-06-19,yyg
Algeria,2020-08-03,1176,909,1741,2020-06-19,yyg
Algeria,2020-08-04,1186,910,1776,2020-06-19,yyg
Algeria,2020-08-05,1197,912,1812,2020-06-19,yyg
Algeria,2020-08-06,1209,913,1849,2020-06-19,yyg
Algeria,2020-08-07,1220,914,1888,2020-06-19,yyg
Algeria,2020-08-08,1231,915,1927,2020-06-19,yyg
Algeria,2020-08-09,1243,916,1968,2020-06-19,yyg
Algeria,2020-08-10,1255,917,2009,2020-06-19,yyg
Algeria,2020-08-11,1266,919,2051,2020-06-19,yyg
Algeria,2020-08-12,1278,920,2094,2020-06-19,yyg
Algeria,2020-08-13,1291,921,2138,2020-06-19,yyg
Algeria,2020-08-14,1303,922,2183,2020-06-19,yyg
Algeria,2020-08-15,1315,923,2228,2020-06-19,yyg
Algeria,2020-08-16,1328,924,2275,2020-06-19,yyg
Algeria,2020-08-17,1340,925,2322,2020-06-19,yyg
Algeria,2020-08-18,1353,926,2370,2020-06-19,yyg
Algeria,2020-08-19,1366,927,2420,2020-06-19,yyg
Algeria,2020-08-20,1379,928,2470,2020-06-19,yyg
Algeria,2020-08-21,1392,929,2522,2020-06-19,yyg
Algeria,2020-08-22,1405,930,2575,2020-06-19,yyg
Algeria,2020-08-23,1419,931,2630,2020-06-19,yyg
Algeria,2020-08-24,1432,932,2685,2020-06-19,yyg
Algeria,2020-08-25,1446,933,2742,2020-06-19,yyg
Algeria,2020-08-26,1459,933,2800,2020-06-19,yyg
Algeria,2020-08-27,1473,934,2860,2020-06-19,yyg
Algeria,2020-08-28,1487,935,2921,2020-06-19,yyg
Algeria,2020-08-29,1501,936,2983,2020-06-19,yyg
Algeria,2020-08-30,1515,937,3046,2020-06-19,yyg
Algeria,2020-08-31,1529,938,3111,2020-06-19,yyg
Algeria,2020-09-01,1544,939,3177,2020-06-19,yyg
Algeria,2020-09-02,1558,939,3244,2020-06-19,yyg
Algeria,2020-09-03,1573,940,3313,2020-06-19,yyg
Algeria,2020-09-04,1587,941,3383,2020-06-19,yyg
Algeria,2020-09-05,1602,942,3454,2020-06-19,yyg
Algeria,2020-09-06,1617,942,3526,2020-06-19,yyg
Algeria,2020-09-07,1632,943,3599,2020-06-19,yyg
Algeria,2020-09-08,1647,944,3674,2020-06-19,yyg
Algeria,2020-09-09,1662,945,3749,2020-06-19,yyg
Algeria,2020-09-10,1677,945,3825,2020-06-19,yyg
Algeria,2020-09-11,1692,946,3903,2020-06-19,yyg
Algeria,2020-09-12,1708,947,3981,2020-06-19,yyg
Algeria,2020-09-13,1723,947,4060,2020-06-19,yyg
Algeria,2020-09-14,1739,948,4141,2020-06-19,yyg
Algeria,2020-09-15,1754,949,4222,2020-06-19,yyg
Algeria,2020-09-16,1770,949,4304,2020-06-19,yyg
Algeria,2020-09-17,1786,950,4388,2020-06-19,yyg
Algeria,2020-09-18,1802,951,4472,2020-06-19,yyg
Algeria,2020-09-19,1818,951,4557,2020-06-19,yyg
Algeria,2020-09-20,1834,952,4643,2020-06-19,yyg
Algeria,2020-09-21,1850,952,4729,2020-06-19,yyg
Algeria,2020-09-22,1867,953,4817,2020-06-19,yyg
Algeria,2020-09-23,1883,953,4907,2020-06-19,yyg
Algeria,2020-09-24,1900,954,4997,2020-06-19,yyg
Algeria,2020-09-25,1916,955,5089,2020-06-19,yyg
Algeria,2020-09-26,1933,955,5182,2020-06-19,yyg
Algeria,2020-09-27,1950,956,5275,2020-06-19,yyg
Algeria,2020-09-28,1967,956,5370,2020-06-19,yyg
Algeria,2020-09-29,1984,957,5466,2020-06-19,yyg
Algeria,2020-09-30,2001,957,5565,2020-06-19,yyg
Algeria,2020-10-01,2018,958,5666,2020-06-19,yyg
Argentina,2020-03-08,1,,,2020-06-19,yyg
Argentina,2020-03-09,1,,,2020-06-19,yyg
Argentina,2020-03-10,1,,,2020-06-19,yyg
Argentina,2020-03-11,1,,,2020-06-19,yyg
Argentina,2020-03-12,1,,,2020-06-19,yyg
Argentina,2020-03-13,2,,,2020-06-19,yyg
Argentina,2020-03-14,2,,,2020-06-19,yyg
Argentina,2020-03-15,2,,,2020-06-19,yyg
Argentina,2020-03-16,2,,,2020-06-19,yyg
Argentina,2020-03-17,2,,,2020-06-19,yyg
Argentina,2020-03-18,2,,,2020-06-19,yyg
Argentina,2020-03-19,3,,,2020-06-19,yyg
Argentina,2020-03-20,3,,,2020-06-19,yyg
Argentina,2020-03-21,4,,,2020-06-19,yyg
Argentina,2020-03-22,4,,,2020-06-19,yyg
Argentina,2020-03-23,4,,,2020-06-19,yyg
Argentina,2020-03-24,6,,,2020-06-19,yyg
