location_name,date,deaths,lower,upper,model_date,model
Austria,2020-03-12,1,,,2020-04-14,yyg
Austria,2020-03-13,1,,,2020-04-14,yyg
Austria,2020-03-14,1,,,2020-04-14,yyg
Austria,2020-03-15,1,,,2020-04-14,yyg
Austria,2020-03-16,3,,,2020-04-14,yyg
Austria,2020-03-17,3,,,2020-04-14,yyg
Austria,2020-03-18,4,,,2020-04-14,yyg
Austria,2020-03-19,6,,,2020-04-14,yyg
Austria,2020-03-20,6,,,2020-04-14,yyg
Austria,2020-03-21,8,,,2020-04-14,yyg
Austria,2020-03-22,16,,,2020-04-14,yyg
Austria,2020-03-23,21,,,2020-04-14,yyg
Austria,2020-03-24,28,,,2020-04-14,yyg
Austria,2020-03-25,30,,,2020-04-14,yyg
Austria,2020-03-26,49,,,2020-04-14,yyg
Austria,2020-03-27,58,,,2020-04-14,yyg
Austria,2020-03-28,68,,,2020-04-14,yyg
Austria,2020-03-29,86,,,2020-04-14,yyg
Austria,2020-03-30,108,,,2020-04-14,yyg
Austria,2020-03-31,128,,,2020-04-14,yyg
Austria,2020-04-01,146,,,2020-04-14,yyg
Austria,2020-04-02,158,,,2020-04-14,yyg
Austria,2020-04-03,168,,,2020-04-14,yyg
Austria,2020-04-04,186,,,2020-04-14,yyg
Austria,2020-04-05,204,,,2020-04-14,yyg
Austria,2020-04-06,220,,,2020-04-14,yyg
Austria,2020-04-07,243,,,2020-04-14,yyg
Austria,2020-04-08,273,,,2020-04-14,yyg
Austria,2020-04-09,295,,,2020-04-14,yyg
Austria,2020-04-10,319,,,2020-04-14,yyg
Austria,2020-04-11,337,,,2020-04-14,yyg
Austria,2020-04-12,350,,,2020-04-14,yyg
Austria,2020-04-13,368,,,2020-04-14,yyg
Austria,2020-04-14,384,,,2020-04-14,yyg
Austria,2020-04-15,403,398,408,2020-04-14,yyg
Austria,2020-04-16,421,411,432,2020-04-14,yyg
Austria,2020-04-17,439,423,456,2020-04-14,yyg
Austria,2020-04-18,456,434,479,2020-04-14,yyg
Austria,2020-04-19,472,444,502,2020-04-14,yyg
Austria,2020-04-20,488,453,525,2020-04-14,yyg
Austria,2020-04-21,503,462,548,2020-04-14,yyg
Austria,2020-04-22,518,470,570,2020-04-14,yyg
Austria,2020-04-23,532,478,593,2020-04-14,yyg
Austria,2020-04-24,546,485,615,2020-04-14,yyg
Austria,2020-04-25,559,492,637,2020-04-14,yyg
Austria,2020-04-26,572,498,659,2020-04-14,yyg
Austria,2020-04-27,585,504,681,2020-04-14,yyg
Austria,2020-04-28,597,510,702,2020-04-14,yyg
Austria,2020-04-29,609,515,724,2020-04-14,yyg
Austria,2020-04-30,620,519,746,2020-04-14,yyg
Austria,2020-05-01,631,524,767,2020-04-14,yyg
Austria,2020-05-02,642,528,789,2020-04-14,yyg
Austria,2020-05-03,652,532,810,2020-04-14,yyg
Austria,2020-05-04,663,536,832,2020-04-14,yyg
Austria,2020-05-05,672,539,853,2020-04-14,yyg
