model,model_date,location_name,ihme_loc_id,date,deaths,lower,upper
yyg,2020-07-22,Alabama,USA_523,2020-07-22,1364,,
yyg,2020-07-22,Alabama,USA_523,2020-07-23,1392,1381,1405
yyg,2020-07-22,Alabama,USA_523,2020-07-24,1420,1400,1447
yyg,2020-07-22,Alabama,USA_523,2020-07-25,1450,1418,1491
yyg,2020-07-22,Alabama,USA_523,2020-07-26,1481,1437,1537
yyg,2020-07-22,Alabama,USA_523,2020-07-27,1512,1456,1585
yyg,2020-07-22,Alabama,USA_523,2020-07-28,1544,1475,1636
yyg,2020-07-22,Alabama,USA_523,2020-07-29,1577,1494,1689
yyg,2020-07-22,Alabama,USA_523,2020-07-30,1610,1512,1744
yyg,2020-07-22,Alabama,USA_523,2020-07-31,1644,1531,1802
yyg,2020-07-22,Alabama,USA_523,2020-08-01,1679,1549,1861
yyg,2020-07-22,Alabama,USA_523,2020-08-02,1714,1568,1923
yyg,2020-07-22,Alabama,USA_523,2020-08-03,1749,1586,1986
yyg,2020-07-22,Alabama,USA_523,2020-08-04,1785,1604,2051
yyg,2020-07-22,Alabama,USA_523,2020-08-05,1820,1622,2118
yyg,2020-07-22,Alabama,USA_523,2020-08-06,1856,1640,2186
yyg,2020-07-22,Alabama,USA_523,2020-08-07,1893,1658,2256
yyg,2020-07-22,Alabama,USA_523,2020-08-08,1929,1676,2327
yyg,2020-07-22,Alabama,USA_523,2020-08-09,1965,1693,2399
yyg,2020-07-22,Alabama,USA_523,2020-08-10,2001,1710,2470
yyg,2020-07-22,Alabama,USA_523,2020-08-11,2038,1727,2542
yyg,2020-07-22,Alabama,USA_523,2020-08-12,2073,1744,2614
yyg,2020-07-22,Alabama,USA_523,2020-08-13,2109,1760,2686
yyg,2020-07-22,Alabama,USA_523,2020-08-14,2145,1777,2758
yyg,2020-07-22,Alabama,USA_523,2020-08-15,2180,1793,2828
yyg,2020-07-22,Alabama,USA_523,2020-08-16,2214,1808,2898
yyg,2020-07-22,Alabama,USA_523,2020-08-17,2249,1824,2967
yyg,2020-07-22,Alabama,USA_523,2020-08-18,2283,1839,3035
yyg,2020-07-22,Alabama,USA_523,2020-08-19,2316,1854,3102
yyg,2020-07-22,Alabama,USA_523,2020-08-20,2349,1868,3168
yyg,2020-07-22,Alabama,USA_523,2020-08-21,2382,1882,3233
yyg,2020-07-22,Alabama,USA_523,2020-08-22,2414,1896,3297
yyg,2020-07-22,Alabama,USA_523,2020-08-23,2445,1910,3360
yyg,2020-07-22,Alabama,USA_523,2020-08-24,2476,1923,3421
yyg,2020-07-22,Alabama,USA_523,2020-08-25,2507,1936,3482
yyg,2020-07-22,Alabama,USA_523,2020-08-26,2537,1949,3541
yyg,2020-07-22,Alabama,USA_523,2020-08-27,2566,1962,3600
yyg,2020-07-22,Alabama,USA_523,2020-08-28,2595,1974,3657
yyg,2020-07-22,Alabama,USA_523,2020-08-29,2623,1986,3712
yyg,2020-07-22,Alabama,USA_523,2020-08-30,2651,1998,3767
yyg,2020-07-22,Alabama,USA_523,2020-08-31,2678,2009,3820
yyg,2020-07-22,Alabama,USA_523,2020-09-01,2704,2021,3871
yyg,2020-07-22,Alabama,USA_523,2020-09-02,2730,2032,3921
yyg,2020-07-22,Alabama,USA_523,2020-09-03,2756,2043,3970
yyg,2020-07-22,Alabama,USA_523,2020-09-04,2781,2053,4018
yyg,2020-07-22,Alabama,USA_523,2020-09-05,2805,2064,4064
yyg,2020-07-22,Alabama,USA_523,2020-09-06,2829,2074,4109
yyg,2020-07-22,Alabama,USA_523,2020-09-07,2852,2084,4152
yyg,2020-07-22,Alabama,USA_523,2020-09-08,2875,2093,4195
yyg,2020-07-22,Alabama,USA_523,2020-09-09,2897,2102,4236
yyg,2020-07-22,Alabama,USA_523,2020-09-10,2919,2111,4277
yyg,2020-07-22,Alabama,USA_523,2020-09-11,2940,2120,4316
yyg,2020-07-22,Alabama,USA_523,2020-09-12,2961,2129,4355
yyg,2020-07-22,Alabama,USA_523,2020-09-13,2981,2137,4393
yyg,2020-07-22,Alabama,USA_523,2020-09-14,3000,2145,4430
yyg,2020-07-22,Alabama,USA_523,2020-09-15,3020,2153,4465
yyg,2020-07-22,Alabama,USA_523,2020-09-16,3038,2160,4500
yyg,2020-07-22,Alabama,USA_523,2020-09-17,3057,2168,4534
yyg,2020-07-22,Alabama,USA_523,2020-09-18,3075,2175,4566
yyg,2020-07-22,Alabama,USA_523,2020-09-19,3092,2182,4598
yyg,2020-07-22,Alabama,USA_523,2020-09-20,3109,2189,4629
yyg,2020-07-22,Alabama,USA_523,2020-09-21,3126,2195,4660
yyg,2020-07-22,Alabama,USA_523,2020-09-22,3142,2202,4690
yyg,2020-07-22,Alabama,USA_523,2020-09-23,3157,2208,4719
yyg,2020-07-22,Alabama,USA_523,2020-09-24,3173,2214,4748
yyg,2020-07-22,Alabama,USA_523,2020-09-25,3188,2220,4776
yyg,2020-07-22,Alabama,USA_523,2020-09-26,3202,2226,4803
yyg,2020-07-22,Alabama,USA_523,2020-09-27,3217,2231,4829
yyg,2020-07-22,Alabama,USA_523,2020-09-28,3231,2237,4855
yyg,2020-07-22,Alabama,USA_523,2020-09-29,3244,2242,4880
yyg,2020-07-22,Alabama,USA_523,2020-09-30,3257,2247,4904
yyg,2020-07-22,Alabama,USA_523,2020-10-01,3270,2252,4928
yyg,2020-07-22,Alabama,USA_523,2020-10-02,3283,2257,4951
yyg,2020-07-22,Alabama,USA_523,2020-10-03,3295,2262,4974
yyg,2020-07-22,Alabama,USA_523,2020-10-04,3307,2266,4997
yyg,2020-07-22,Alabama,USA_523,2020-10-05,3319,2271,5019
yyg,2020-07-22,Alabama,USA_523,2020-10-06,3330,2275,5041
yyg,2020-07-22,Alabama,USA_523,2020-10-07,3341,2279,5062
yyg,2020-07-22,Alabama,USA_523,2020-10-08,3352,2283,5083
yyg,2020-07-22,Alabama,USA_523,2020-10-09,3363,2287,5104
yyg,2020-07-22,Alabama,USA_523,2020-10-10,3373,2291,5124
yyg,2020-07-22,Alabama,USA_523,2020-10-11,3383,2295,5144
yyg,2020-07-22,Alabama,USA_523,2020-10-12,3393,2299,5164
yyg,2020-07-22,Alabama,USA_523,2020-10-13,3403,2302,5184
yyg,2020-07-22,Alabama,USA_523,2020-10-14,3412,2306,5203
yyg,2020-07-22,Alabama,USA_523,2020-10-15,3422,2309,5222
yyg,2020-07-22,Alabama,USA_523,2020-10-16,3431,2312,5241
yyg,2020-07-22,Alabama,USA_523,2020-10-17,3440,2315,5259
yyg,2020-07-22,Alabama,USA_523,2020-10-18,3448,2318,5278
yyg,2020-07-22,Alabama,USA_523,2020-10-19,3457,2321,5296
yyg,2020-07-22,Alabama,USA_523,2020-10-20,3465,2324,5314
yyg,2020-07-22,Alabama,USA_523,2020-10-21,3473,2327,5331
yyg,2020-07-22,Alabama,USA_523,2020-10-22,3481,2330,5349
yyg,2020-07-22,Alabama,USA_523,2020-10-23,3489,2332,5366
yyg,2020-07-22,Alabama,USA_523,2020-10-24,3496,2335,5383
yyg,2020-07-22,Alabama,USA_523,2020-10-25,3504,2337,5400
